,,,,,TestName,UUT Current Measurment,24 VDC Measurment,5 VDC Measurment,3.3 VDC Measurment,1.35 VDC Measurment,1.275 VDC Measurment,VDC w/18 VAC Power,VDC w/7 VAC Power,Program & Verify Hardware,Program & Verify Serial Number,Verify Software Number,AI1 Data Calibrated,AI2 Data Calibrated,AI3 Data Calibrated,AI4 Data Calibrated,AI5 Data Calibrated,AI6 Data Calibrated,AI7 Data Calibrated,AI8 Data Calibrated,AI9 Data Calibrated,AI1 Calibration,AI2 Calibration,AI3 Calibration,AI4 Calibration,AI5 Calibration,AI6 Calibration,AI7 Calibration,AI8 Calibration,AI9 Calibration,UIO1 Data Calibrated,2.5V Reference Data Calibrated,UIO1 Calibration,2.5V Reference Calibration,2.5V_Buf Reference,UI1 Data Calibrated,UI1 Calibration,AO1 Data Calibrated,AO1 Calibration,Binary Output 1 Led ON,Binary Output 2 Led ON,Binary Output 3 Led ON,Binary Output 4 Led ON,Binary Output 5 Led ON,Binary Output 6 Led ON,Binary Output 7 Led ON,Binary Output 8 Led ON,Binary Output 9 Led ON,Binary Output 10 Led ON,Binary Output 11 Led ON,Binary Output 12 Led ON,Binary Output 13 Led ON,24 VAC Binary Output 1,24 VAC Binary Output 2,24 VAC Binary Output 3,24 VAC Binary Output 4,24 VAC Binary Output 5,24 VAC Binary Output 6,24 VAC Binary Output 7,24 VAC Binary Output 8,24 VAC Binary Output 9,24 VAC Binary Output 10,24 VAC Binary Output 11,24 VAC Binary Output 12,24 VAC Binary Output 13,Binary Output 1 Led OFF,Binary Output 2 Led OFF,Binary Output 3 Led OFF,Binary Output 4 Led OFF,Binary Output 5 Led OFF,Binary Output 6 Led OFF,Binary Output 7 Led OFF,Binary Output 8 Led OFF,Binary Output 9 Led OFF,Binary Output 10 Led OFF,Binary Output 11 Led OFF,Binary Output 12 Led OFF,Binary Output 13 Led OFF,0 VAC Binary Output 1,0 VAC  Binary Output 2,0 VAC  Binary Output 3,0 VAC  Binary Output 4,0 VAC  Binary Output 5,0 VAC  Binary Output 6,0 VAC  Binary Output 7,0 VAC  Binary Output 8,0 VAC  Binary Output 9,0 VAC  Binary Output 10,0 VAC  Binary Output 11,0 VAC  Binary Output 12,0 VAC  Binary Output 13,Binary Input 1 High,Binary Input 2 High,Binary Input 3 High,Binary Input 4 High,Binary Input 5 High,Binary Input 6 High,Binary Input 7 High,Binary Input 8 High,Binary Input 9 High,Binary Input 10 High,Binary Input 11 High,Binary Input 12 High,Binary Input 13 High,Binary Input 14 High,Binary Input 15 High,Binary Input 16 High,Binary Input 1 Low,Binary Input 2 Low,Binary Input 3 Low,Binary Input 4 Low,Binary Input 5 Low,Binary Input 6 Low,Binary Input 7 Low,Binary Input 8 Low,Binary Input 9 Low,Binary Input 10 Low,Binary Input 11 Low,Binary Input 12 Low,Binary Input 13 Low,Binary Input 14 Low,Binary Input 15 Low,Binary Input 16 Low,AI1 Resistance Input Mode 10k,AI2 Resistance Input Mode 10k,AI3 Resistance Input Mode 10k,AI4 Resistance Input Mode 10k,AI5 Resistance Input Mode 10k,AI6 Resistance Input Mode 10k,AI7 Resistance Input Mode 10k,AI8 Resistance Input Mode 10k,AI9 Resistance Input Mode 10k,AO1 Voltage Output Mode 10V,AO1 Voltage Output Mode 0V,AO1 Current Output Mode 10 mA,AO1 Current Output Mode 0 mA,AO1 PWM Output Mode 80Hz,UI1 Voltage Input Mode 10V,UI1 Current Input Mode 10mA,UI1 Resistance Input Mode 10k,UIO1 Current Input Mode 10mA,UIO1 Resistance Input Mode 10k,UIO1 Binary Input Mode "0",UIO1 Binary Input Mode "1",UIO1 Voltage Output Mode 10V,UIO1 Voltage Output Mode 0V,UART Test,UART LED11 Test,UART LED12 Test,UART LED13 Test,UART LED14 Test,USB Host J2 Test,USB Device P13 Test,Ethernet Loockback Test,System LEDs Test ON,LED9 Test ON,LED10 Test ON,LED3 Test ON,System LEDs Test OFF,LED9 Test OFF,LED10 Test OFF,LED3 Test OFF,LCD Display 1 Test,LCD Display 2 Test,Push-Bottom Test,Rotary Switch Test,Setting Calibration RTC_CLK_OUT,RTC_CLK_OUT Test,Match Date Calibration,Incrementing Date,Mac Address Assigment,Mac Address Assigned,Hardware Programmed,Serial Number Programmed,Login to SO and Change Directory,Request Cert and Certificate Installed,PS Processor Version,Device Tree md5sum,Device Tree (copy) md5sum,Field Kernel md5sum,Field Kernel (copy) md5sum,Recovery Kernel md5sum,U-boot md5sum,Reset Controller,Disable Debug Console
S230303412,18/01/2023 08:51:09 p. m.,565.44s,1,Failed,Setting Calibration RTC_CLK_OUT,0.187729,23.7243772,5.01473033,3.31522114,1.35157925,1.27252621,23.7258342,1.87410294,Passed,Passed,011F81,0288FFE67FDE0B0B9C1B000F,0289FFE37FDE0B099C1B0010,028AFFDE7FD90B069C1C0014,028BFFDB7FDA0B069C1F0014,028CFFDA7FD70B029C1C0018,028DFFD97FD90B049C1C0017,028EFFD47FD20B049C1E0018,028FFFDE7FDB0B089C1D0013,0290FFD57FE30B099C230019,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,028544CD00155768000E9C2B001A2716,02929C0F,Passed,Passed,2496.94858,0286D93A774F0B5F6E23000C8A0E0012,Passed,02876E070017,Passed,58349,60217,35292,81351,65284,66956,74688,72103,38879,43604,7371,69670,78550,23.871209,23.8712502,23.8712613,23.8731894,23.8731845,23.8732529,23.8732461,23.8732698,23.8733806,23.8709218,23.87208,23.8741315,23.8743269,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0787851676,0.0829465328,0.0817867912,0.0976799677,0.0991899176,0.104520576,0.0876237126,0.0972189993,0.0828580989,0.104019939,0.11431145,0.105269184,0.0997262867,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10005,10002,10003,10002,10002,10000,10001,10003,10001,10.06,0.01,9.92,0.00,80.22,10.00,9.99,9999,10.01,10003,Passed,Passed,10.01,0.04,Passed,24532,60842,31189,30600,Passed,Passed,Passed,Passed,99999,99999,99999,Passed,0,0,0,Passed,Passed,Passed,Passed,Failed,,,,,,,,,,,,,,,,,,
S230302288,18/01/2023 08:59:19 p. m.,65.25s,2,Failed,AI1 Calibration,0.187149,23.7580626,4.99488574,3.33166912,1.3430377,1.27657769,23.7577103,1.83220282,Passed,Passed,011F81,0288FFC67FDC0B119C2B0005,0289FFCF7FD50B109C1D0013,028AFFC97FD80B0B9C26000E,028BFFC67FDD0B0A9C2C000D,028CFFC97FDD0B079C230011,028DFFC57FDC0B089C260010,028EFFC47FE20B0A9C220016,028FFFCC7FE20B0B9C250013,0290FFC67FE20B0C9C2B000F,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S230303633,18/01/2023 09:18:20 p. m.,168.20s,2,Failed,AI1 Resistance Input Mode 10k,0.186203,23.7128871,5.024648,3.32022544,1.34862215,1.27503518,23.7163781,2.02995925,Passed,Passed,011F81,0288F5AEF403D6449C5F0003,0289F5ADF402D6419C63FFFC,028AF5A6F3FCD63D9C5D000D,028BF5A4F3FAD63B9C630008,028CF5A5F3FBD63C9C5D0015,028DF5A4F3FAD63E9C5A0017,028EF5A1F3F7D63A9C660009,028FF5A8F3FED6429C600009,0290F5A1F3F8D63E9C67000C,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,028544DF000B579A00029C6A000E2718,02929C4D,Passed,Passed,2500.82929,0286D9B6779C0B656DB9001489B4000C,Passed,02876E69001A,Passed,67511,56946,68618,66893,74974,77746,75058,57838,67101,68560,69057,28058,24692,23.8820652,23.8819848,23.8821762,23.8844696,23.8845935,23.8846511,23.8844978,23.8845997,23.8846706,23.8827526,23.8825057,23.8856512,23.8857957,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113998841,0.132372863,0.146645785,0.136603632,0.122234462,0.13342791,0.133438269,0.128549338,0.140090235,0.143532566,0.145019176,0.136148661,0.144141984,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S230303785,18/01/2023 09:28:03 p. m.,503.72s,2,Passed,,0.185501,23.7451097,5.00495286,3.32595288,1.34666216,1.26862267,23.7456809,1.81833807,Passed,Passed,011F81,0288FFDC7FD20B0F9C760015,0289FFE27FCF0B0D9C750016,028AFFDD7FCD0B099C7A0016,028BFFDB7FCD0B069C7D001A,028CFFDA7FCE0B049C77001A,028DFFDD7FCB0B049C77001C,028EFFD37FCB0B069C7C001A,028FFFDD7FD30B099C78001E,0290FFD17FD60B0C9C80001B,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,028544B7001B577C00149C900018271E,02929C6B,Passed,Passed,2502.70877,0286D9DD77950B586E74000E8A8C0013,Passed,02876E6F001F,Passed,71441,55587,64943,65057,62327,77721,69651,50698,63858,64873,70247,27090,25925,23.8807032,23.8809179,23.8811173,23.8827881,23.8831675,23.8833501,23.8832614,23.8833809,23.8834883,23.8819657,23.8818339,23.8842086,23.8843081,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135299843,0.153388455,0.168370272,0.150113205,0.13714507,0.145087809,0.144282193,0.141298823,0.14512205,0.14385335,0.14335853,0.136716931,0.137925803,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10009,10005,10004,10005,10004,10005,10002,10004,10001,10.08,0.01,9.89,0.02,80.34,10.00,9.98,9990,10.01,10007,Passed,Passed,10.03,0.04,Passed,19278,35482,8089,16646,Passed,Passed,Passed,Passed,99999,99999,41729,Passed,0,0,0,Passed,Passed,Passed,Passed,Passed,32770.8475,Passed,Passed,Passed,00:12:EA:11:02:98,Passed,Passed,Passed,Passed,25, 3a70eea449ac4a1d768753ec9c26c3d9, 3a70eea449ac4a1d768753ec9c26c3d9, 162441d06a4f1928a4d032085114e5d9, 162441d06a4f1928a4d032085114e5d9, 43f385263d267c78bc9e2f89d1e54cb7, c96afdbb7d6771e539bea3d6568e9be8,Passed,Passed
S230303633,18/01/2023 09:31:21 p. m.,701.34s,1,Passed,,0.184021,23.7178906,5.0247156,3.32010859,1.34868696,1.27513264,23.7191756,1.92821548,Passed,Passed,011F81,0288FFD27FE30B099C5E0015,0289FFD57FDE0B079C610013,028AFFC87FDB0B059C5F0019,028BFFC97FD80B069C610019,028CFFCF7FDA0B039C5E001D,028DFFCE7FDC0B049C60001C,028EFFCA7FD30B049C60001C,028FFFCF7FDD0B089C5F0018,0290FFCA7FE50B0A9C65001D,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,028544DB001B5790001E9C660024271D,02929C4D,Passed,Passed,2500.82185,0286D99977900B5E6DC4001389940015,Passed,02876E6D001D,Passed,54742,54966,33911,80488,61852,64572,74717,62274,31421,36588,6628,70982,81456,23.8515033,23.8517709,23.8523726,23.8546168,23.8546666,23.8547714,23.8548576,23.8549965,23.8553523,23.8528155,23.8530431,23.8562232,23.856745,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117352372,0.118443038,0.121606699,0.154170179,0.14064371,0.122118961,0.11800719,0.128892974,0.0935690646,0.113735481,0.1174024,0.111742041,0.112377554,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,9997,9999,9997,9998,9999,9999,9999,9998,9999,10.05,0.01,9.86,0.00,80.37,10.00,10.00,9995,10.01,10012,Passed,Passed,10.00,0.04,Passed,24371,59810,30719,29240,Passed,Passed,Passed,Passed,99999,99999,99999,Passed,0,0,0,Passed,Passed,Passed,Passed,Passed,32770.5239,Passed,Passed,Passed,00:12:EA:11:02:99,Passed,Passed,Passed,Passed,25, 3a70eea449ac4a1d768753ec9c26c3d9, 3a70eea449ac4a1d768753ec9c26c3d9, 162441d06a4f1928a4d032085114e5d9, 162441d06a4f1928a4d032085114e5d9, 43f385263d267c78bc9e2f89d1e54cb7, c96afdbb7d6771e539bea3d6568e9be8,Passed,Passed
S230303722,18/01/2023 09:39:46 p. m.,286.58s,2,Failed,Setting Calibration RTC_CLK_OUT,0.187485,23.7757365,5.00210947,3.32697886,1.3458599,1.27288005,23.775912,1.92985578,Passed,Passed,011F81,0288FFBC7FDD0B109C74000A,0289FFC57FD50B0E9C720014,028AFFC47FD40B0C9C750010,028BFFC07FD60B0A9C730014,028CFFC57FD30B079C70001B,028DFFBE7FD60B089C6D0020,028EFFBE7FD30B0A9C79000D,028FFFCA7FD90B0D9C7C0007,0290FFC07FD80B0E9C7B0015,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,028544CF0015578800109C840022271E,02929C62,Passed,Passed,2502.124,0286D9B4777D0B5B6E48000B8A81000D,Passed,02876E70001A,Passed,66449,62968,66234,66683,58970,79450,72649,58662,60246,63737,69151,26948,29620,23.8856345,23.885573,23.8859068,23.8878257,23.8877978,23.8877363,23.8879903,23.8878827,23.8880832,23.8867131,23.8866021,23.8891089,23.8891831,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0962404183,0.106248596,0.0977410583,0.0942885227,0.0954076368,0.0874226513,0.0940625502,0.0993107797,0.0966932449,0.0881163158,0.097842803,0.10229933,0.0975271418,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10004,10003,10002,10002,10002,10003,10001,10001,10002,10.07,0.00,9.93,0.00,80.38,10.00,9.99,10000,10.01,10014,Passed,Passed,10.02,0.04,Passed,18651,35577,8439,16878,Passed,Passed,Passed,Passed,99999,99999,46415,Passed,0,0,0,Passed,Passed,Passed,Passed,Failed,,,,,,,,,,,,,,,,,,
S230303793,18/01/2023 09:46:58 p. m.,722.18s,1,Failed,Login to SO and Change Directory,0.189941,23.7343241,5.00242825,3.36230058,1.34601482,1.27480966,23.7360198,1.88906803,Passed,Passed,011F81,0288FFD37FDE0B059C010011,0289FFD17FDA0B049C020011,028AFFCD7FD90B009C030015,028BFFCB7FD90B019C080014,028CFFCA7FD90AFB9C040016,028DFFC77FD80AFC9C030017,028EFFC47FD50AFD9C060018,028FFFCE7FDB0B039C040012,0290FFC57FDD0B089C100014,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0285451700105751000B9C18001A2711,02929BF3,Passed,Passed,2495.20722,0286DCFA79480B856E0C000E89F60014,Passed,02876DED001B,Passed,56538,59751,33808,80401,59092,66082,71841,68962,36855,40127,7003,67511,80823,23.8588248,23.8589579,23.859215,23.8612049,23.8613149,23.8615299,23.8615731,23.8616865,23.8618357,23.8595431,23.8607019,23.8628683,23.8631418,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0989386868,0.103743356,0.11059868,0.141363166,0.131421166,0.113342645,0.122487691,0.134688291,0.101981437,0.10551585,0.114670541,0.108468011,0.121242695,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10000,10000,10000,10000,9999,10000,10000,9999,9999,10.13,0.00,10.00,0.00,80.30,10.00,9.99,9997,10.01,9993,Passed,Passed,10.07,0.04,Passed,24692,59454,32431,30719,Passed,Passed,Passed,Passed,99999,99999,99999,Passed,0,0,0,Passed,Passed,Passed,Passed,Passed,32771.2772,Passed,Passed,Passed,00:12:EA:11:02:9A,Passed,Passed,Failed,,,,,,,,,,
S230303557,18/01/2023 09:56:50 p. m.,515.52s,1,Passed,,0.194031,23.6615418,5.0017309,3.33351377,1.3522571,1.27703165,23.6632771,23.6630995,Passed,Passed,011F81,0288FFEA7FE20B099C6A0010,0289FFE07FDD0B099C6A0012,028AFFDF7FD90B039C6C0016,028BFFD97FDA0B069C6C0018,028CFFD87FD60AFB9C6B0017,028DFFCF7FD60AFD9C6D0015,028EFFCE7FD20AFF9C6B0019,028FFFDE7FDC0B089C6C0014,0290FFCE7FDC0B0A9C710017,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0285452C000F578C00179C79001A2710,02929C58,Passed,Passed,2501.48698,0286DA5077E10B6E6DE7000C89A80014,Passed,02876E6D0019,Passed,55587,59780,34613,81948,62143,66956,73701,64194,39512,38309,7371,69486,83968,23.8651607,23.8652875,23.8655927,23.8671861,23.867533,23.8675844,23.8674355,23.8674058,23.8676791,23.8649997,23.8662611,23.8684301,23.8684913,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144349433,0.146445021,0.152040729,0.187156243,0.182391475,0.170853514,0.159713175,0.179810626,0.135854946,0.166198434,0.179361474,0.167242924,0.169759991,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,9999,9999,10000,10000,10000,9999,9999,10000,9999,10.09,0.00,9.88,0.00,80.27,10.00,9.98,9997,10.01,9946,Passed,Passed,10.01,0.04,Passed,24850,57935,31649,30719,Passed,Passed,Passed,Passed,99999,99999,99999,Passed,0,0,0,Passed,Passed,Passed,Passed,Passed,32770.1566,Passed,Passed,Passed,00:12:EA:11:02:9B,Passed,Passed,Passed,Passed,25, 3a70eea449ac4a1d768753ec9c26c3d9, 3a70eea449ac4a1d768753ec9c26c3d9, 162441d06a4f1928a4d032085114e5d9, 162441d06a4f1928a4d032085114e5d9, 43f385263d267c78bc9e2f89d1e54cb7, c96afdbb7d6771e539bea3d6568e9be8,Passed,Passed
S230303651,18/01/2023 09:59:51 p. m.,696.61s,2,Passed,,0.186081,23.81449,4.98130333,3.3397326,1.34878661,1.2750774,23.8148418,23.8143799,Passed,Passed,011F81,0288FFD37FD90B0D9C5E000D,0289FFDA7FD10B0C9C59000C,028AFFD57FCF0B089C5D0013,028BFFD37FD20B079C5A0017,028CFFD17FCF0B069C5E000F,028DFFD37FD10B069C59001F,028EFFCA7FD10B089C5E0016,028FFFD47FD40B089C5E0011,0290FFCA7FD70B0C9C610017,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,028544FA0017577500089C70000C271F,02929C45,Passed,Passed,2500.29837,0286DADE78340B6A6E1D000C89E80012,Passed,02876DF5001B,Passed,68347,59424,65864,65709,66234,77166,68981,61449,66661,70530,70265,25775,26516,23.8787192,23.8787813,23.8788905,23.8806298,23.880881,23.8810199,23.8810916,23.8812122,23.8809603,23.8795706,23.8797115,23.8820079,23.8823142,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121014152,0.149517195,0.161105686,0.146088994,0.135609303,0.145511634,0.149822267,0.156646141,0.155887444,0.155662333,0.158789715,0.144481328,0.158755381,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10007,10004,10004,10005,10003,10005,10003,10002,10002,10.08,0.00,10.07,0.00,80.23,10.00,10.00,9999,10.01,10003,Passed,Passed,10.04,0.04,Passed,19483,36677,8089,16878,Passed,Passed,Passed,Passed,99999,99999,45441,Passed,0,0,0,Passed,Passed,Passed,Passed,Passed,32769.9649,Passed,Passed,Passed,00:12:EA:11:02:9C,Passed,Passed,Passed,Passed,25, 3a70eea449ac4a1d768753ec9c26c3d9, 3a70eea449ac4a1d768753ec9c26c3d9, 162441d06a4f1928a4d032085114e5d9, 162441d06a4f1928a4d032085114e5d9, 43f385263d267c78bc9e2f89d1e54cb7, c96afdbb7d6771e539bea3d6568e9be8,Passed,Passed
S230303539,18/01/2023 10:10:17 p. m.,513.53s,1,Passed,,0.186905,23.8198419,4.98569572,3.33811536,1.35142221,1.27395935,23.8213946,1.88546157,Passed,Passed,011F81,0288FFDE7FE50B0C9C310005,0289FFDC7FDD0B0C9C2F0006,028AFFD47FDC0B089C33000C,028BFFD37FD90B0A9C330010,028CFFD57FD80B059C300014,028DFFD37FD40B069C300014,028EFFD07FD40B069C300017,028FFFD67FDB0B0B9C32000E,0290FFD07FDD0B0C9C370015,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,028544C8001C575300129C40000F2725,02929C19,Passed,Passed,2497.55193,0286DAD977F60B5F6DAB0011898A0014,Passed,02876E50001B,Passed,58127,58474,32431,79779,60217,65776,75409,68638,37380,39898,8089,67531,81847,23.8572647,23.8572311,23.8575959,23.8594877,23.8595581,23.859677,23.8598871,23.8598164,23.8600177,23.8575913,23.8585758,23.860972,23.8610902,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115189083,0.120033146,0.128844076,0.164070386,0.15686142,0.148109576,0.146194846,0.164316461,0.125217857,0.148194572,0.161285878,0.151860127,0.156556976,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,9996,9998,9997,9997,9999,9999,9999,9997,9999,10.09,0.00,9.91,0.00,80.29,10.01,10.00,9997,10.01,10012,Passed,Passed,10.00,0.04,Passed,25163,58631,32210,30238,Passed,Passed,Passed,Passed,99999,99999,99999,Passed,0,0,0,Passed,Passed,Passed,Passed,Passed,32770.4167,Passed,Passed,Passed,00:12:EA:11:02:9D,Passed,Passed,Passed,Passed,25, 3a70eea449ac4a1d768753ec9c26c3d9, 3a70eea449ac4a1d768753ec9c26c3d9, 162441d06a4f1928a4d032085114e5d9, 162441d06a4f1928a4d032085114e5d9, 43f385263d267c78bc9e2f89d1e54cb7, c96afdbb7d6771e539bea3d6568e9be8,Passed,Passed
S230303135,18/01/2023 10:13:20 p. m.,696.33s,2,Passed,,0.190369,23.7439026,5.00199096,3.32949079,1.35040748,1.27710194,23.7439686,1.83685808,Passed,Passed,011F81,0288FFCE7FDE0B0E9C680018,0289FFD27FD80B0A9C6B0012,028AFFCF7FD40B059C6E0018,028BFFCD7FD60B029C6C0018,028CFFCD7FD60AFE9C6B0020,028DFFCC7FD40AFF9C710013,028EFFC77FD00B019C6F0017,028FFFD17FDE0B069C72000F,0290FFC87FDE0B0A9C6E0022,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,028544D9000F57A500049C7C001A2717,02929C5A,Passed,Passed,2501.62772,0286D9C777790B5E6DDD000C89990014,Passed,02876E61001C,Passed,67018,52736,66935,65886,60674,77141,72490,56365,65487,67612,68981,24209,23716,23.8825738,23.8826994,23.8829896,23.8849534,23.8848672,23.8850607,23.8851014,23.8850654,23.8852967,23.8836166,23.883651,23.8860934,23.8864347,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069391249,0.0749659156,0.0708903335,0.0718461249,0.0745735029,0.0685594729,0.075127503,0.0790764041,0.0780647149,0.0742867412,0.079239944,0.0852205451,0.0823475487,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10002,10002,10000,10002,10001,10002,10002,10002,10001,10.06,0.01,9.93,0.00,80.20,10.00,9.98,10000,10.01,10006,Passed,Passed,10.03,0.04,Passed,19071,36042,8089,16410,Passed,Passed,Passed,Passed,99999,99999,44172,Passed,0,0,0,Passed,Passed,Passed,Passed,Passed,32770.8407,Passed,Passed,Passed,00:12:EA:11:02:9E,Passed,Passed,Passed,Passed,25, 3a70eea449ac4a1d768753ec9c26c3d9, 3a70eea449ac4a1d768753ec9c26c3d9, 162441d06a4f1928a4d032085114e5d9, 162441d06a4f1928a4d032085114e5d9, 43f385263d267c78bc9e2f89d1e54cb7, c96afdbb7d6771e539bea3d6568e9be8,Passed,Passed
S230303479,18/01/2023 10:23:06 p. m.,503.86s,2,Passed,,0.187195,23.7270912,5.00651222,3.34119783,1.352186,1.27240729,23.7276086,1.87972471,Passed,Passed,011F81,0288FFD77FF10B0D9C18000C,0289FFDF7FE90B0D9C16000D,028AFFDC7FE20B089C160018,028BFFDA7FE40B059C1D0014,028CFFDA7FDE0B029C14001D,028DFFD97FE50B049C160017,028EFFD57FE30B069C1B0017,028FFFDE7FE50B079C150016,0290FFD57FE70B0A9C1E0018,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,028544C500125766000A9C23001A2716,02929C09,Passed,Passed,2496.55339,0286DB29784F0B716DB5000A89890010,Passed,02876DF40018,Passed,67266,60073,67204,63979,66299,79891,70301,61449,67572,68151,71824,27090,23380,23.8733519,23.8753638,23.8755365,23.8783376,23.8781748,23.8783899,23.878518,23.8784243,23.8786136,23.8763004,23.8765973,23.8794291,23.8796795,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108458299,0.116674281,0.130782099,0.11370643,0.106240858,0.107422363,0.105431821,0.093594729,0.0969551967,0.0923614652,0.0924955665,0.100297893,0.0867735959,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,9991,9994,9995,9995,9997,9994,9997,9996,9996,10.09,0.00,10.04,0.00,80.35,9.99,9.98,9997,10.01,10007,Passed,Passed,10.04,0.04,Passed,19483,37722,8089,16878,Passed,Passed,Passed,Passed,99999,99999,44786,Passed,0,0,0,Passed,Passed,Passed,Passed,Passed,32769.9516,Passed,Passed,Passed,00:12:EA:11:02:9F,Passed,Passed,Passed,Passed,25, 3a70eea449ac4a1d768753ec9c26c3d9, 3a70eea449ac4a1d768753ec9c26c3d9, 162441d06a4f1928a4d032085114e5d9, 162441d06a4f1928a4d032085114e5d9, 43f385263d267c78bc9e2f89d1e54cb7, c96afdbb7d6771e539bea3d6568e9be8,Passed,Passed
