,,,,,TestName,UUT Current Measurment,24 VDC Measurment,5 VDC Measurment,3.3 VDC Measurment,1.35 VDC Measurment,1.275 VDC Measurment,VDC w/18 VAC Power,VDC w/7 VAC Power,Program & Verify Hardware,Program & Verify Serial Number,Verify Software Number,AI1 Data Calibrated,AI2 Data Calibrated,AI3 Data Calibrated,AI4 Data Calibrated,AI5 Data Calibrated,AI6 Data Calibrated,AI7 Data Calibrated,AI8 Data Calibrated,AI9 Data Calibrated,AI1 Calibration,AI2 Calibration,AI3 Calibration,AI4 Calibration,AI5 Calibration,AI6 Calibration,AI7 Calibration,AI8 Calibration,AI9 Calibration,UIO1 Data Calibrated,2.5V Reference Data Calibrated,UIO1 Calibration,2.5V Reference Calibration,2.5V_Buf Reference,UI1 Data Calibrated,UI1 Calibration,AO1 Data Calibrated,AO1 Calibration,Binary Output 1 Led ON,Binary Output 2 Led ON,Binary Output 3 Led ON,Binary Output 4 Led ON,Binary Output 5 Led ON,Binary Output 6 Led ON,Binary Output 7 Led ON,Binary Output 8 Led ON,Binary Output 9 Led ON,Binary Output 10 Led ON,Binary Output 11 Led ON,Binary Output 12 Led ON,Binary Output 13 Led ON,24 VAC Binary Output 1,24 VAC Binary Output 2,24 VAC Binary Output 3,24 VAC Binary Output 4,24 VAC Binary Output 5,24 VAC Binary Output 6,24 VAC Binary Output 7,24 VAC Binary Output 8,24 VAC Binary Output 9,24 VAC Binary Output 10,24 VAC Binary Output 11,24 VAC Binary Output 12,24 VAC Binary Output 13,Binary Output 1 Led OFF,Binary Output 2 Led OFF,Binary Output 3 Led OFF,Binary Output 4 Led OFF,Binary Output 5 Led OFF,Binary Output 6 Led OFF,Binary Output 7 Led OFF,Binary Output 8 Led OFF,Binary Output 9 Led OFF,Binary Output 10 Led OFF,Binary Output 11 Led OFF,Binary Output 12 Led OFF,Binary Output 13 Led OFF,0 VAC Binary Output 1,0 VAC  Binary Output 2,0 VAC  Binary Output 3,0 VAC  Binary Output 4,0 VAC  Binary Output 5,0 VAC  Binary Output 6,0 VAC  Binary Output 7,0 VAC  Binary Output 8,0 VAC  Binary Output 9,0 VAC  Binary Output 10,0 VAC  Binary Output 11,0 VAC  Binary Output 12,0 VAC  Binary Output 13,Binary Input 1 High,Binary Input 2 High,Binary Input 3 High,Binary Input 4 High,Binary Input 5 High,Binary Input 6 High,Binary Input 7 High,Binary Input 8 High,Binary Input 9 High,Binary Input 10 High,Binary Input 11 High,Binary Input 12 High,Binary Input 13 High,Binary Input 14 High,Binary Input 15 High,Binary Input 16 High,Binary Input 1 Low,Binary Input 2 Low,Binary Input 3 Low,Binary Input 4 Low,Binary Input 5 Low,Binary Input 6 Low,Binary Input 7 Low,Binary Input 8 Low,Binary Input 9 Low,Binary Input 10 Low,Binary Input 11 Low,Binary Input 12 Low,Binary Input 13 Low,Binary Input 14 Low,Binary Input 15 Low,Binary Input 16 Low,AI1 Resistance Input Mode 10k,AI2 Resistance Input Mode 10k,AI3 Resistance Input Mode 10k,AI4 Resistance Input Mode 10k,AI5 Resistance Input Mode 10k,AI6 Resistance Input Mode 10k,AI7 Resistance Input Mode 10k,AI8 Resistance Input Mode 10k,AI9 Resistance Input Mode 10k,AO1 Voltage Output Mode 10V,AO1 Voltage Output Mode 0V,AO1 Current Output Mode 10 mA,AO1 Current Output Mode 0 mA,AO1 PWM Output Mode 80Hz,UI1 Voltage Input Mode 10V,UI1 Current Input Mode 10mA,UI1 Resistance Input Mode 10k,UIO1 Current Input Mode 10mA,UIO1 Resistance Input Mode 10k,UIO1 Binary Input Mode "0",UIO1 Binary Input Mode "1",UIO1 Voltage Output Mode 10V,UIO1 Voltage Output Mode 0V,UART Test,UART LED11 Test,UART LED12 Test,UART LED13 Test,UART LED14 Test,USB Host J2 Test,USB Device P13 Test,Ethernet Loockback Test,System LEDs Test ON,LED9 Test ON,LED10 Test ON,LED3 Test ON,System LEDs Test OFF,LED9 Test OFF,LED10 Test OFF,LED3 Test OFF,LCD Display 1 Test,LCD Display 2 Test,Push-Bottom Test,Rotary Switch Test,Setting Calibration RTC_CLK_OUT,RTC_CLK_OUT Test,Match Date Calibration,Incrementing Date,Mac Address Assigment,Mac Address Assigned,Hardware Programmed,Serial Number Programmed,Login to SO and Change Directory,Request Cert and Certificate Installed,PS Processor Version,Device Tree md5sum,Device Tree (copy) md5sum,Field Kernel md5sum,Field Kernel (copy) md5sum,Recovery Kernel md5sum,U-boot md5sum,Reset Controller,Disable Debug Console
S230306077,20/01/2023 11:51:43 a. m.,712.48s,2,Passed,,0.188721,23.7803816,4.9912585,3.31959902,1.35102478,1.27536525,23.7804994,1.92445142,Passed,Passed,011F81,0288FFD07FE90B0F9C770015,0289FFD87FE40B0D9C770010,028AFFD37FDC0B089C7A0013,028BFFD27FE10B069C7C0013,028CFFD37FDA0B019C750019,028DFFD27FE20B049C7A0013,028EFFCD7FDC0B069C79001E,028FFFD67FE20B089C760016,0290FFCB7FDE0B0A9C840015,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02854520000E57A400089C8C0019271E,02929C66,Passed,Passed,2502.39429,0286D9B177890B666E00000E89FF0012,Passed,02876E88001C,Passed,73474,62222,67389,66148,70879,78225,74163,63094,70705,68366,69244,23882,23039,23.8737894,23.8740742,23.8741129,23.8758326,23.8758833,23.8763328,23.8761742,23.876259,23.8764368,23.8751754,23.8750644,23.8772401,23.8773726,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129266288,0.145666907,0.160981781,0.142119365,0.129618006,0.136611638,0.135932881,0.128812864,0.134859792,0.135813633,0.135723906,0.132065437,0.135095258,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,9994,9995,9997,9996,9997,9996,9998,9997,9998,10.06,0.00,10.15,0.00,80.32,9.99,9.99,9995,10.01,10010,Passed,Passed,9.99,0.04,Passed,17561,28193,7371,11943,Passed,Passed,Passed,Passed,99999,99999,45905,Passed,0,0,0,Passed,Passed,Passed,Passed,Passed,32769.6491,Passed,Passed,Passed,00:12:EA:11:03:50,Passed,Passed,Passed,Passed,25, 3a70eea449ac4a1d768753ec9c26c3d9, 3a70eea449ac4a1d768753ec9c26c3d9, 162441d06a4f1928a4d032085114e5d9, 162441d06a4f1928a4d032085114e5d9, 43f385263d267c78bc9e2f89d1e54cb7, c96afdbb7d6771e539bea3d6568e9be8,Passed,Passed
S230306004,20/01/2023 12:03:37 p. m.,529.10s,2,Passed,,0.185669,23.7867614,4.99855039,3.30620563,1.34685816,1.27679104,23.78663,1.93007308,Passed,Passed,011F81,0288FFB67FE80B109C070009,0289FFC37FDE0B0C9C050012,028AFFC17FDB0B069C0A0010,028BFFBE7FDD0B029C0B0016,028CFFC47FD60AFD9C070019,028DFFBB7FDD0B009C010020,028EFFBF7FD90B039C0C0011,028FFFC77FDF0B059C090010,0290FFC37FDF0B0B9C140015,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,028544C5000F577400109C1100202718,02929BF9,Passed,Passed,2495.53713,0286D94C77430B566DD7000E89E40012,Passed,02876E48001A,Passed,72233,61719,66470,67018,69151,80586,73821,63688,67225,70283,69523,21430,23549,23.8757587,23.8759859,23.8760571,23.877665,23.8781746,23.8781827,23.8784205,23.878471,23.8785403,23.8770973,23.877106,23.8794074,23.8797643,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0949330567,0.0998083684,0.112972132,0.106171854,0.106212127,0.110263114,0.111625586,0.0986380007,0.109346222,0.111042147,0.110418933,0.1160808,0.109097699,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,9997,9998,9999,9999,9999,9998,9999,9999,9999,10.05,0.01,9.75,0.00,80.44,9.99,9.99,9997,10.01,10004,Passed,Passed,9.98,0.04,Passed,18222,28984,7733,11943,Passed,Passed,Passed,Passed,99999,99999,41375,Passed,0,0,0,Passed,Passed,Passed,Passed,Passed,32770.2573,Passed,Passed,Passed,00:12:EA:11:03:51,Passed,Passed,Passed,Passed,25, 3a70eea449ac4a1d768753ec9c26c3d9, 3a70eea449ac4a1d768753ec9c26c3d9, 162441d06a4f1928a4d032085114e5d9, 162441d06a4f1928a4d032085114e5d9, 43f385263d267c78bc9e2f89d1e54cb7, c96afdbb7d6771e539bea3d6568e9be8,Passed,Passed
S230305940,20/01/2023 12:10:07 p. m.,290.97s,1,Failed,Rotary Switch Test,0.184845,23.718144,4.9964406,3.32423377,1.34583332,1.27286702,23.7191982,1.87554067,Passed,Passed,011F81,0288FFE77FE90B0E9C330007,0289FFD27FE00B0E9C330009,028AFFDB7FE20B0C9C37000B,028BFFCE7FE10B0C9C360011,028CFFC97FDD0B069C330013,028DFFC47FDB0B079C340013,028EFFC37FDB0B099C370010,028FFFD17FE00B0D9C36000E,0290FFC47FE40B0E9C3E0012,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,028544CD0010578C00069C4500122717,02929C23,Passed,Passed,2498.19325,0286DA0E77B90B6B6DC3001389AC000E,Passed,02876E02001A,Passed,54592,56365,30719,77634,54629,63858,68502,64289,29494,34613,7003,73197,80564,23.8749163,23.8749043,23.8750966,23.8770592,23.8772234,23.8772005,23.8770297,23.8771968,23.8773936,23.8748253,23.8760206,23.8783959,23.8782762,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0888230238,0.0945528574,0.0859825772,0.0914429548,0.0892223269,0.0978154523,0.0812215355,0.0891053465,0.0844853959,0.0906545944,0.0981790042,0.095210873,0.0949007413,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10000,10000,10000,10001,10000,10000,10001,10000,10000,10.06,0.01,9.91,0.02,80.35,10.00,10.00,9998,10.01,10005,Passed,Passed,10.01,0.04,Passed,24850,52818,30600,24046,Passed,Passed,Passed,Passed,99999,99999,99999,Passed,0,0,0,Passed,Passed,Passed,Failed,,,,,,,,,,,,,,,,,,,
S230306022,20/01/2023 12:16:40 p. m.,708.02s,2,Passed,,0.194275,23.7041716,5.02223137,3.34160128,1.34991862,1.2775212,23.7042601,1.80169445,Passed,Passed,011F81,0288FFC77FDC0B0D9C2A0010,0289FFD37FD90B0D9C2E000A,028AFFCF7FD40B069C2E0013,028BFFCC7FDA0B049C240020,028CFFCE7FD90AFF9C290017,028DFFCA7FD90B019C27001A,028EFFC77FD80B039C2D0017,028FFFD17FDC0B049C2E0013,0290FFC87FE00B0A9C2B001F,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,028544E00014577200189C3E00152725,02929C18,Passed,Passed,2497.52882,0286DB4E78640B736DFA000E89E40013,Passed,02876E4F001C,Passed,76266,62586,66704,66470,68810,80844,74601,66320,69412,70844,72200,22339,24046,23.8753111,23.8757886,23.8758439,23.8776765,23.8777039,23.8778947,23.8779764,23.8779393,23.8780843,23.8765303,23.8767626,23.8790632,23.8791694,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113760434,0.128737083,0.142784736,0.132790517,0.121709153,0.12919123,0.129544582,0.122211997,0.132238795,0.134141707,0.132367471,0.127546181,0.131734289,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10002,10002,10001,10001,10000,10001,10000,10001,10000,10.08,0.01,9.94,0.00,80.25,9.99,9.98,9997,10.01,10016,Passed,Passed,10.04,0.04,Passed,17561,29240,7371,12234,Passed,Passed,Passed,Passed,99999,99999,42485,Passed,0,0,0,Passed,Passed,Passed,Passed,Passed,32769.8035,Passed,Passed,Passed,00:12:EA:11:03:52,Passed,Passed,Passed,Passed,25, 3a70eea449ac4a1d768753ec9c26c3d9, 3a70eea449ac4a1d768753ec9c26c3d9, 162441d06a4f1928a4d032085114e5d9, 162441d06a4f1928a4d032085114e5d9, 43f385263d267c78bc9e2f89d1e54cb7, c96afdbb7d6771e539bea3d6568e9be8,Passed,Passed
S230306261,20/01/2023 12:23:12 p. m.,295.25s,1,Failed,Rotary Switch Test,0.189255,23.7703108,5.00492282,3.3335541,1.34979853,1.27831513,23.7718577,1.98618886,Passed,Passed,011F81,0288FFD47FDB0B119CC2FFFF,0289FFD87FDB0B109CC20001,028AFFCD7FD70B0E9CC40004,028BFFCE7FD80B0E9CC20008,028CFFD17FD90B0A9CC1000A,028DFFD37FDB0B0B9CC1000A,028EFFCD7FD60B0C9CC40007,028FFFD07FD90B0F9CC40004,0290FFCC7FDE0B119CC70009,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,028544FA001257BBFFFC9CD900022713,02929CAB,Passed,Passed,2506.69589,0286D99F77860B606E7800108AAD0009,Passed,02876E70001B,Passed,60102,55731,32321,77332,58222,63294,71289,62248,36317,31763,5460,73336,78846,23.8711759,23.8714274,23.8715241,23.8734771,23.8734182,23.8732469,23.8734392,23.8736706,23.8737473,23.8713432,23.8724942,23.8744582,23.8747103,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131164905,0.136576046,0.141562632,0.170262987,0.170592679,0.161387417,0.156786471,0.174468052,0.143792652,0.162542262,0.174854696,0.162921873,0.164560347,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10009,10004,10008,10004,10003,10001,10002,10004,10002,10.08,0.01,9.77,0.00,80.36,10.00,10.03,10001,10.01,10001,Passed,Passed,10.02,0.04,Passed,23882,51371,30956,27649,Passed,Passed,Passed,Passed,99999,99999,99999,Passed,0,0,0,Passed,Passed,Passed,Failed,,,,,,,,,,,,,,,,,,,
S230306291,20/01/2023 12:30:01 p. m.,715.92s,2,Passed,,0.188965,23.6609663,5.02200867,3.32778467,1.3541256,1.27716031,23.6610541,1.83251763,Passed,Passed,011F81,0288FFD87FE00B129C210007,0289FFDE7FDE0B119C1D0009,028AFFDA7FDA0B0E9C1F0011,028BFFD67FDC0B0C9C1E0014,028CFFD67FDD0B099C130022,028DFFD47FDC0B0B9C200012,028EFFCF7FE00B0C9C1E0017,028FFFD87FE40B0D9C1C0014,0290FFCE7FE20B0F9C1F0019,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,028544EA0017577200029C32000E2712,02929C0B,Passed,Passed,2496.67838,0286DA4177C20B5F6DFE000C8A1C000E,Passed,02876DE50019,Passed,73166,57479,66191,64265,67204,77546,72538,63244,66598,65709,69263,20865,21615,23.8765242,23.8766041,23.8768338,23.8786151,23.878901,23.8787544,23.8787229,23.8788203,23.8790518,23.8775763,23.8775034,23.8796716,23.8798188,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088244748,0.0925013073,0.0892056012,0.0856840827,0.0880011554,0.0818210416,0.0867920402,0.0846285192,0.0890932955,0.085095981,0.0877847661,0.0947147741,0.0882123591,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,9999,10000,9999,9999,9999,9998,9999,9999,10000,10.06,0.01,9.87,0.01,80.40,9.99,9.99,10000,10.01,9996,Passed,Passed,10.01,0.04,Passed,17108,28592,7371,11647,Passed,Passed,Passed,Passed,99999,99999,41160,Passed,0,0,0,Passed,Passed,Passed,Passed,Passed,32769.4052,Passed,Passed,Passed,00:12:EA:11:03:53,Passed,Passed,Passed,Passed,25, 3a70eea449ac4a1d768753ec9c26c3d9, 3a70eea449ac4a1d768753ec9c26c3d9, 162441d06a4f1928a4d032085114e5d9, 162441d06a4f1928a4d032085114e5d9, 43f385263d267c78bc9e2f89d1e54cb7, c96afdbb7d6771e539bea3d6568e9be8,Passed,Passed
S230306134,20/01/2023 12:42:18 p. m.,494.36s,1,Failed,Rotary Switch Test,0.186127,23.7252074,4.98110464,3.34496175,1.35560807,1.27518434,23.7267543,1.97633565,Passed,Passed,011F81,0288FFD77FDE0B0D9C29000A,0289FFD67FD30B0C9C27000C,028AFFD07FD50B0A9C2B000E,028BFFCE7FDA0B0B9C290014,028CFFCE7FDB0B069C280015,028DFFCE7FD90B069C270017,028EFFC97FD60B089C2B0014,028FFFD07FD90B0B9C290013,0290FFC97FDF0B0C9C330015,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,028544C80017577F000D9C3C0015271F,02929C16,Passed,Passed,2497.37227,0286DB8E788D0B7B6E3F000D8A48000F,Passed,02876E17001C,Passed,60814,59031,33078,78952,61852,63144,71255,65352,35482,35577,8089,67531,76266,23.8740643,23.8743193,23.8745455,23.8762643,23.876503,23.8763153,23.8765259,23.8764302,23.8764738,23.8739144,23.8751135,23.8772104,23.8774929,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137358229,0.14113462,0.151922892,0.188530457,0.190425493,0.174571343,0.173245994,0.190254221,0.153732025,0.175176141,0.187439121,0.17202047,0.174431887,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10002,10002,10003,10002,10002,10000,10002,10002,10001,10.10,0.01,10.00,0.01,80.40,10.00,9.99,9996,10.01,10010,Passed,Passed,10.05,0.05,Passed,24371,56641,30719,24209,Passed,Passed,Passed,Passed,99999,99999,99999,Passed,0,0,0,Passed,Passed,Passed,Failed,,,,,,,,,,,,,,,,,,,
S230306014,20/01/2023 12:42:27 p. m.,522.26s,2,Passed,,0.189835,23.7085124,5.01231256,3.32100882,1.35209582,1.27000301,23.7087486,1.83484942,Passed,Passed,011F81,0288FFCB7FD20B139C34FFFE,0289FFD17FD10B109C32FFFE,028AFFC97FCD0B0C9C36FFFF,028BFFC67FCF0B0B9C330007,028CFFCA7FCE0B0A9C2B000E,028DFFC77FD00B0A9C290012,028EFFC57FD00B0B9C330008,028FFFCE7FD70B0D9C3AFFFC,0290FFC77FE10B109C3A000A,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,028544990019578100179C3600222718,02929C16,Passed,Passed,2497.35427,0286D9FC779A0B606DB1000D89770012,Passed,02876E280018,Passed,72538,60786,65171,62586,60475,75971,70913,52941,66534,64665,69559,23716,22339,23.872028,23.8720499,23.8722648,23.8739086,23.8739128,23.8740462,23.8741589,23.87398,23.8742114,23.8729099,23.8730141,23.8749953,23.8752727,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154272384,0.177559248,0.189462853,0.171229426,0.157712162,0.165386424,0.166718928,0.168257483,0.171356936,0.170705688,0.169440767,0.157217508,0.16678251,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10008,10007,10005,10005,10004,10005,10003,10005,10002,10.06,0.00,9.95,0.00,80.23,9.99,10.00,9998,10.01,10011,Passed,Passed,10.01,0.04,Passed,18004,29112,7371,12234,Passed,Passed,Passed,Passed,99999,99999,42687,Passed,0,0,0,Passed,Passed,Passed,Passed,Passed,32769.751,Passed,Passed,Passed,00:12:EA:11:03:54,Passed,Passed,Passed,Passed,25, 3a70eea449ac4a1d768753ec9c26c3d9, 3a70eea449ac4a1d768753ec9c26c3d9, 162441d06a4f1928a4d032085114e5d9, 162441d06a4f1928a4d032085114e5d9, 43f385263d267c78bc9e2f89d1e54cb7, c96afdbb7d6771e539bea3d6568e9be8,Passed,Passed
S230306293,20/01/2023 12:50:15 p. m.,294.61s,1,Failed,Rotary Switch Test,0.189667,23.7866629,5.00685649,3.31783874,1.35134097,1.27388715,23.7882198,1.84718425,Passed,Passed,011F81,0288FFEA7FF20B139C8E0004,0289FFE57FED0B129C8E0007,028AFFE37FEA0B0E9C900009,028BFFDE7FEB0B0F9C90000C,028CFFDC7FE80B0A9C8F000D,028DFFD97FE70B0B9C8E000F,028EFFD57FE70B0C9C91000D,028FFFE080170B179C8F000B,0290FFD47FEE0B109C98000B,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,028544E7000957AD00019C9B000A271E,02929C81,Passed,Passed,2504.06334,0286D94E77500B5C6E5E00128A5C000B,Passed,02876E6A0018,Passed,57248,54966,30600,79981,59244,64873,72021,59692,29494,31073,6246,74745,80661,23.8705207,23.8703505,23.8707361,23.8723188,23.8722984,23.8723466,23.8725603,23.8725541,23.8726762,23.870263,23.8713342,23.8736539,23.87362,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0987720828,0.102887774,0.105769055,0.142164053,0.121234427,0.119399787,0.125995645,0.144012558,0.119531241,0.137525125,0.14865889,0.141713567,0.147824209,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10001,10000,10001,10001,10000,9999,10000,10000,10000,10.04,0.01,10.12,0.00,80.45,10.00,10.01,9995,10.01,10013,Passed,Passed,9.99,0.04,Passed,24371,50970,30238,24209,Passed,Passed,Passed,Passed,99999,99999,99999,Passed,0,0,0,Passed,Passed,Passed,Failed,,,,,,,,,,,,,,,,,,,
S230306217,20/01/2023 12:56:21 p. m.,711.05s,2,Passed,,0.189575,23.604649,4.98932216,3.33034493,1.34638922,1.27515036,23.6046131,1.9610253,Passed,Passed,011F81,0288FFD280050B119C0C0009,0289FFD67FF60B109C0E0007,028AFFD07FED0B0E9C0F0005,028BFFCD7FF30B0D9C050017,028CFFCC7FEC0B0B9C060016,028DFFCD7FF20B0C9C04001C,028EFFC57FEC0B0D9C0B0018,028FFFD27FEF0B0E9C050015,0290FFC47FEF0B109C130010,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,028544C5000D574C000C9C230006271E,02929BFB,Passed,Passed,2495.6842,0286DAA478160B726E0F00138A20000D,Passed,02876E3B001B,Passed,72538,62867,66234,64804,72168,78526,71085,60814,68734,67348,69578,22160,21980,23.8764806,23.8762621,23.8766147,23.8784656,23.8787153,23.8788511,23.8787817,23.8787896,23.8788208,23.8774589,23.8776011,23.8796033,23.8800714,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0952655652,0.105987875,0.113787167,0.107477831,0.106892353,0.11027939,0.11492209,0.112179075,0.117220011,0.117699759,0.12160289,0.123976296,0.122872114,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,9984,9989,9993,9992,9994,9991,9994,9994,9996,10.08,0.01,9.72,0.01,80.34,9.99,10.02,9996,10.01,10007,Passed,Passed,10.03,0.04,Passed,18004,28984,7371,13359,Passed,Passed,Passed,Passed,99999,99999,43019,Passed,0,0,0,Passed,Passed,Passed,Passed,Passed,32769.7016,Passed,Passed,Passed,00:12:EA:11:03:55,Passed,Passed,Passed,Passed,25, 3a70eea449ac4a1d768753ec9c26c3d9, 3a70eea449ac4a1d768753ec9c26c3d9, 162441d06a4f1928a4d032085114e5d9, 162441d06a4f1928a4d032085114e5d9, 43f385263d267c78bc9e2f89d1e54cb7, c96afdbb7d6771e539bea3d6568e9be8,Passed,Passed
S230306012,20/01/2023 01:04:11 p. m.,293.99s,1,Failed,Rotary Switch Test,0.186737,23.6705595,5.00875376,3.307963,1.34894546,1.27506118,23.6719734,1.94014932,Passed,Passed,011F81,0288FFDD7FD90B0A9C620010,0289FFDA7FD80B0A9C610012,028AFFD27FD00B029C660015,028BFFD47FD20B069C670015,028CFFD07FD60AFC9C670015,028DFFCF7FD60AFC9C640018,028EFFCC7FD30AFF9C680016,028FFFD57FD60B079C640016,0290FFCC7FD30B079C6B001A,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,028544FB0017577D001A9C6E001B2716,02929C52,Passed,Passed,2501.12543,0286D8BA76FC0B4E6DC30010898F0016,Passed,02876E30001C,Passed,51238,53386,31649,76558,55767,64758,70565,56743,25163,24209,6628,79644,83074,23.8694494,23.8695526,23.869696,23.8715096,23.8714426,23.8716364,23.8717598,23.8717988,23.8719344,23.8694467,23.8707801,23.8730529,23.8730962,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0810213291,0.0880461367,0.0830952216,0.0932310612,0.0872930703,0.0912481071,0.0844427052,0.0919846294,0.084420633,0.0878842243,0.0959146681,0.0925579448,0.0935195342,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10005,10002,10006,10004,10002,10000,10001,10003,10001,10.04,0.01,9.97,0.00,80.39,10.00,10.00,9989,10.01,9998,Passed,Passed,9.99,0.04,Passed,24532,50469,29869,24209,Passed,Passed,Passed,Passed,99999,99999,99999,Passed,0,0,0,Passed,Passed,Passed,Failed,,,,,,,,,,,,,,,,,,,
