,,,,,TestName,UUT Current Measurment,24 VDC Measurment,5 VDC Measurment,3.3 VDC Measurment,1.35 VDC Measurment,1.275 VDC Measurment,VDC w/18 VAC Power,VDC w/7 VAC Power,Program & Verify Hardware,Program & Verify Serial Number,Verify Software Number,AI1 Data Calibrated,AI2 Data Calibrated,AI3 Data Calibrated,AI4 Data Calibrated,AI5 Data Calibrated,AI6 Data Calibrated,AI7 Data Calibrated,AI8 Data Calibrated,AI9 Data Calibrated,AI1 Calibration,AI2 Calibration,AI3 Calibration,AI4 Calibration,AI5 Calibration,AI6 Calibration,AI7 Calibration,AI8 Calibration,AI9 Calibration,UIO1 Data Calibrated,2.5V Reference Data Calibrated,UIO1 Calibration,2.5V Reference Calibration,2.5V_Buf Reference,UI1 Data Calibrated,UI1 Calibration,AO1 Data Calibrated,AO1 Calibration,Binary Output 1 Led ON,Binary Output 2 Led ON,Binary Output 3 Led ON,Binary Output 4 Led ON,Binary Output 5 Led ON,Binary Output 6 Led ON,Binary Output 7 Led ON,Binary Output 8 Led ON,Binary Output 9 Led ON,Binary Output 10 Led ON,Binary Output 11 Led ON,Binary Output 12 Led ON,Binary Output 13 Led ON,24 VAC Binary Output 1,24 VAC Binary Output 2,24 VAC Binary Output 3,24 VAC Binary Output 4,24 VAC Binary Output 5,24 VAC Binary Output 6,24 VAC Binary Output 7,24 VAC Binary Output 8,24 VAC Binary Output 9,24 VAC Binary Output 10,24 VAC Binary Output 11,24 VAC Binary Output 12,24 VAC Binary Output 13,Binary Output 1 Led OFF,Binary Output 2 Led OFF,Binary Output 3 Led OFF,Binary Output 4 Led OFF,Binary Output 5 Led OFF,Binary Output 6 Led OFF,Binary Output 7 Led OFF,Binary Output 8 Led OFF,Binary Output 9 Led OFF,Binary Output 10 Led OFF,Binary Output 11 Led OFF,Binary Output 12 Led OFF,Binary Output 13 Led OFF,0 VAC Binary Output 1,0 VAC  Binary Output 2,0 VAC  Binary Output 3,0 VAC  Binary Output 4,0 VAC  Binary Output 5,0 VAC  Binary Output 6,0 VAC  Binary Output 7,0 VAC  Binary Output 8,0 VAC  Binary Output 9,0 VAC  Binary Output 10,0 VAC  Binary Output 11,0 VAC  Binary Output 12,0 VAC  Binary Output 13,Binary Input 1 High,Binary Input 2 High,Binary Input 3 High,Binary Input 4 High,Binary Input 5 High,Binary Input 6 High,Binary Input 7 High,Binary Input 8 High,Binary Input 9 High,Binary Input 10 High,Binary Input 11 High,Binary Input 12 High,Binary Input 13 High,Binary Input 14 High,Binary Input 15 High,Binary Input 16 High,Binary Input 1 Low,Binary Input 2 Low,Binary Input 3 Low,Binary Input 4 Low,Binary Input 5 Low,Binary Input 6 Low,Binary Input 7 Low,Binary Input 8 Low,Binary Input 9 Low,Binary Input 10 Low,Binary Input 11 Low,Binary Input 12 Low,Binary Input 13 Low,Binary Input 14 Low,Binary Input 15 Low,Binary Input 16 Low,AI1 Resistance Input Mode 10k,AI2 Resistance Input Mode 10k,AI3 Resistance Input Mode 10k,AI4 Resistance Input Mode 10k,AI5 Resistance Input Mode 10k,AI6 Resistance Input Mode 10k,AI7 Resistance Input Mode 10k,AI8 Resistance Input Mode 10k,AI9 Resistance Input Mode 10k,AO1 Voltage Output Mode 10V,AO1 Voltage Output Mode 0V,AO1 Current Output Mode 10 mA,AO1 Current Output Mode 0 mA,AO1 PWM Output Mode 80Hz,UI1 Voltage Input Mode 10V,UI1 Current Input Mode 10mA,UI1 Resistance Input Mode 10k,UIO1 Current Input Mode 10mA,UIO1 Resistance Input Mode 10k,UIO1 Binary Input Mode "0",UIO1 Binary Input Mode "1",UIO1 Voltage Output Mode 10V,UIO1 Voltage Output Mode 0V,UART Test,UART LED11 Test,UART LED12 Test,UART LED13 Test,UART LED14 Test,USB Host J2 Test,USB Device P13 Test,Ethernet Loockback Test,System LEDs Test ON,LED9 Test ON,LED10 Test ON,LED3 Test ON,System LEDs Test OFF,LED9 Test OFF,LED10 Test OFF,LED3 Test OFF,LCD Display 1 Test,LCD Display 2 Test,Push-Bottom Test,Rotary Switch Test,Setting Calibration RTC_CLK_OUT,RTC_CLK_OUT Test,Match Date Calibration,Incrementing Date,Mac Address Assigment,Mac Address Assigned,Hardware Programmed,Serial Number Programmed,Login to SO and Change Directory,Request Cert and Certificate Installed,PS Processor Version,Device Tree md5sum,Device Tree (copy) md5sum,Field Kernel md5sum,Field Kernel (copy) md5sum,Recovery Kernel md5sum,U-boot md5sum,Reset Controller,Disable Debug Console
S230305759,20/01/2023 04:42:06 a. m.,722.04s,1,Passed,,0.187973,23.7131136,5.01701807,3.33211961,1.35054617,1.27008578,23.7146782,1.89132806,Passed,Passed,011F81,0288FFDF7FEE0B0F9BFF0007,0289FFD97FE90B0C9BFF000A,028AFFD67FE20B099C02000E,028BFFD17FE40B0A9C020010,028CFFD17FE50B069C000012,028DFFCF7FE30B069C000014,028EFFCC7FDA0B069C030011,028FFFD67FE30B0B9C01000E,0290FFCB7FE90B0C9C070012,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,028544F1000E573500099C0D000E270E,02929BF0,Passed,Passed,2495.01258,0286DAE678420B726DAF00158992000F,Passed,02876E2F001D,Passed,55479,56845,31988,81857,60015,63018,72330,70050,38391,38636,7733,70301,83399,23.8709886,23.871077,23.8711637,23.8729526,23.8730335,23.8731282,23.8730616,23.8731414,23.8732587,23.8708939,23.8721163,23.8741975,23.8743603,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121863887,0.121292658,0.124807583,0.158504773,0.140705147,0.127284622,0.128240501,0.140489301,0.113178507,0.132083325,0.136894616,0.130380215,0.131281084,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10000,10000,10000,10000,10000,10000,10000,10000,10000,10.08,0.01,10.02,0.00,80.33,10.00,10.01,9992,10.01,9996,Passed,Passed,10.02,0.05,Passed,25007,55515,30719,24046,Passed,Passed,Passed,Passed,99999,99999,99999,Passed,0,0,0,Passed,Passed,Passed,Passed,Passed,32770.3788,Passed,Passed,Passed,00:12:EA:11:03:3B,Passed,Passed,Passed,Passed,25, 3a70eea449ac4a1d768753ec9c26c3d9, 3a70eea449ac4a1d768753ec9c26c3d9, 162441d06a4f1928a4d032085114e5d9, 162441d06a4f1928a4d032085114e5d9, 43f385263d267c78bc9e2f89d1e54cb7, c96afdbb7d6771e539bea3d6568e9be8,Passed,Passed
S230305848,20/01/2023 04:51:33 a. m.,9.92s,1,Failed,5 VDC Measurment,0.05397,23.8467426,1.14041981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S230305784,20/01/2023 04:52:34 a. m.,519.62s,2,Passed,,0.186493,23.7347399,4.9969917,3.31029028,1.34764363,1.27640083,23.7349358,2.42285649,Passed,Passed,011F81,0288FFD87FCB0B0E9C530009,0289FFDE7FCC0B0D9C530005,028AFFDB7FCB0B089C4E0017,028BFFD97FCC0B069C530010,028CFFD97FCE0B039C4B0019,028DFFD97FCB0B049C530015,028EFFD17FD10B069C4C001C,028FFFDC7FD40B089C510012,0290FFD07FDA0B0C9C4E0022,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,028545000013575E00059C5A001B271B,02929C3E,Passed,Passed,2499.87886,0286D8DC76F90B516DE7000F89BE0014,Passed,02876E2C001C,Passed,74860,63858,67039,66492,72410,79970,75835,59424,64781,70301,71890,19483,24850,23.8735679,23.874025,23.8739539,23.8758727,23.8760449,23.8763202,23.8764806,23.8765948,23.8765914,23.8751289,23.875309,23.8775319,23.8776324,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105080982,0.11738743,0.126130591,0.114620475,0.108823005,0.111463391,0.113335174,0.108534268,0.112420456,0.110316724,0.113148167,0.113999959,0.110906137,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10014,10010,10008,10008,10006,10008,10005,10006,10004,10.04,0.01,9.94,0.01,80.33,9.99,9.99,9997,10.01,10012,Passed,Passed,10.00,0.04,Passed,18222,35004,8089,15932,Passed,Passed,Passed,Passed,99999,99999,41938,Passed,0,0,0,Passed,Passed,Passed,Passed,Passed,32770.0134,Passed,Passed,Passed,00:12:EA:11:03:3C,Passed,Passed,Passed,Passed,25, 3a70eea449ac4a1d768753ec9c26c3d9, 3a70eea449ac4a1d768753ec9c26c3d9, 162441d06a4f1928a4d032085114e5d9, 162441d06a4f1928a4d032085114e5d9, 43f385263d267c78bc9e2f89d1e54cb7, c96afdbb7d6771e539bea3d6568e9be8,Passed,Passed
S230206058,20/01/2023 05:02:45 a. m.,522.20s,1,Passed,,0.187027,23.7488757,4.98796095,3.32928609,1.34950111,1.27252978,23.7503578,1.88908296,Passed,Passed,011F81,0288FFD67FF20B129C460003,0289FFD87FDF0B109C470001,028AFFCC7FE60B0E9C470007,028BFFC87FED0B0F9C480008,028CFFC67FE80B0B9C45000C,028DFFCE7FED0B0C9C47000B,028EFFBE7FEA0B0D9C49000A,028FFFC97FEB0B109C4A0002,0290FFBF7FF00B119C500009,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,028544D60005578300069C5F00052717,02929C33,Passed,Passed,2499.2027,0286DA4B77E10B656DF3001289E8000C,Passed,02876E0E001B,Passed,58285,59001,31649,80618,59721,64988,70336,63930,34809,36677,7003,68013,79011,23.8691361,23.8693192,23.8694714,23.8711507,23.8711805,23.8715752,23.8713195,23.8713475,23.8715439,23.869099,23.8704712,23.8722041,23.8725693,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105393368,0.108639901,0.106787084,0.128593327,0.117312602,0.11719598,0.108884988,0.120651199,0.104215115,0.119548233,0.126975686,0.121448521,0.119736773,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10001,10001,10000,10000,10001,10000,10000,10000,10000,10.07,0.00,9.92,0.00,80.25,10.00,10.02,9998,10.01,10009,Passed,Passed,10.00,0.04,Passed,24371,59334,30719,29620,Passed,Passed,Passed,Passed,99999,99999,99999,Passed,0,0,0,Passed,Passed,Passed,Passed,Passed,32770.3395,Passed,Passed,Passed,00:12:EA:11:03:3D,Passed,Passed,Passed,Passed,25, 3a70eea449ac4a1d768753ec9c26c3d9, 3a70eea449ac4a1d768753ec9c26c3d9, 162441d06a4f1928a4d032085114e5d9, 162441d06a4f1928a4d032085114e5d9, 43f385263d267c78bc9e2f89d1e54cb7, c96afdbb7d6771e539bea3d6568e9be8,Passed,Passed
S230304001,20/01/2023 05:05:57 a. m.,714.31s,2,Passed,,0.186569,23.6485266,5.00337452,3.31933884,1.34556257,1.27587258,23.648794,1.95755926,Passed,Passed,011F81,0288FFD27FE20B129C4C0000,0289FFD87FE00B0E9C480001,028AFFD57FDA0B099C460011,028BFFD27FD90B069C450012,028CFFD67FDA0B049C460011,028DFFD27FD80B059C410017,028EFFD17FDB0B079C48000E,028FFFD97FE00B089C48000E,0290FFD17FE30B0A9C4C0012,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,028544DA00145777000F9C5400142722,02929C35,Passed,Passed,2499.3171,0286D9B777880B606E04000D89DA0013,Passed,02876E38001A,Passed,72119,54742,64194,66104,68753,77857,72346,59484,59603,69244,70140,21430,23549,23.8791534,23.8794063,23.8773537,23.8818423,23.8818287,23.8821691,23.8820344,23.8821342,23.8823324,23.8804381,23.8803133,23.8831265,23.8832811,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0724271773,0.0741913587,0.0733624193,0.0714504282,0.075939425,0.0720894301,0.0794685132,0.0847677302,0.0879913085,0.0890214017,0.0898542209,0.0946257155,0.0948731114,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10004,10002,10002,10002,10002,10003,10001,10001,10001,10.04,0.01,9.90,0.00,80.38,9.99,9.99,9998,10.01,10016,Passed,Passed,10.00,0.04,Passed,18004,35577,7733,15193,Passed,Passed,Passed,Passed,99999,99999,41160,Passed,0,0,0,Passed,Passed,Passed,Passed,Passed,32769.7541,Passed,Passed,Passed,00:12:EA:11:03:3E,Passed,Passed,Passed,Passed,25, 3a70eea449ac4a1d768753ec9c26c3d9, 3a70eea449ac4a1d768753ec9c26c3d9, 162441d06a4f1928a4d032085114e5d9, 162441d06a4f1928a4d032085114e5d9, 43f385263d267c78bc9e2f89d1e54cb7, c96afdbb7d6771e539bea3d6568e9be8,Passed,Passed
S230305832,20/01/2023 05:08:43 a. m.,9.52s,2,Failed,5 VDC Measurment,0.104645,23.6419466,0.0131837953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S230305846,20/01/2023 05:12:25 a. m.,296.12s,1,Failed,Rotary Switch Test,0.185989,23.6537037,5.00840869,3.30612392,1.34566881,1.27556556,23.6553302,1.89114125,Passed,Passed,011F81,0288FFE77FE30B089C61000B,0289FFE47FE40B0B9C600009,028AFFE27FDF0B059C610011,028BFFDA7FDD0B069C620012,028CFFDA7FDE0B029C5F0015,028DFFD67FD60B039C600015,028EFFD27FD40B039C610015,028FFFDF7FE10B079C620010,0290FFD37FE40B089C680014,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,028544DD00145785000F9C6C0017271C,02929C4F,Passed,Passed,2500.92107,0286D88B76EA0B4A6E86000E8A6B0016,Passed,02876E690018,Passed,51633,54133,33808,80103,55515,63590,74134,66809,30719,30719,6246,75492,81215,23.8721018,23.8721872,23.8724861,23.8742409,23.8742919,23.8745417,23.8744333,23.8745098,23.8746095,23.8719972,23.8733293,23.8755964,23.8754208,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103639738,0.105936147,0.110978774,0.137044354,0.116814143,0.0993252689,0.106323717,0.110646428,0.0908194896,0.0867788805,0.0909996272,0.0881981519,0.0953235317,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,9999,9999,9998,9999,9999,9999,9999,9998,9999,10.02,0.00,9.76,0.00,80.27,10.00,9.99,9995,10.01,10005,Passed,Passed,10.00,0.04,Passed,24692,55443,31649,28723,Passed,Passed,Passed,Passed,99999,99999,99999,Passed,0,0,0,Passed,Passed,Passed,Failed,,,,,,,,,,,,,,,,,,,
S230305846,20/01/2023 05:19:52 a. m.,293.44s,1,Failed,Rotary Switch Test,0.184219,23.6581134,5.00954663,3.30571051,1.34604338,1.27580523,23.6594306,1.87748941,Passed,Passed,011F81,0288FFD97FDD0B0B9C5D0013,0289FFDB7FDF0B0F9C5E000E,028AFFD47FD80B079C600015,028BFFD17FD70B099C620017,028CFFCF7FD70B039C600019,028DFFCE7FD40B049C5E001C,028EFFCA7FCF0B059C620019,028FFFD47FDA0B0B9C620014,0290FFCA7FDC0B0C9C69001A,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,028544D8001B578600149C710018271D,02929C4F,Passed,Passed,2500.92916,0286D87F76E60B526E89000E8A910011,Passed,02876E67001C,Passed,50191,53704,33808,80607,57479,65103,76465,72792,35857,36677,7371,74774,79802,23.8730681,23.8733302,23.8733394,23.875148,23.8751709,23.8753276,23.8751775,23.8752455,23.8753931,23.87241,23.8739955,23.8762214,23.8764945,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0857839426,0.0918867558,0.0846314405,0.0883969124,0.0908938582,0.0979247519,0.0787070212,0.0849217114,0.0822160272,0.0915997571,0.0996644163,0.094468638,0.090250046,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10001,10000,10000,10000,10000,9999,10000,10000,10000,10.02,0.00,9.76,0.00,80.26,10.00,9.98,9999,10.01,10010,Passed,Passed,10.00,0.04,Passed,24692,55151,31189,28723,Passed,Passed,Passed,Passed,99999,99999,99999,Passed,0,0,0,Passed,Passed,Passed,Failed,,,,,,,,,,,,,,,,,,,
S230305749,20/01/2023 05:26:32 a. m.,712.78s,2,Passed,,0.187515,23.6761808,5.01589454,3.33728778,1.34757137,1.27244251,23.6761877,1.85237358,Passed,Passed,011F81,0288FFE17FDF0B0D9CA3000C,0289FFE57FDF0B0F9CA4000A,028AFFD57FD30B089C9E001A,028BFFD47FD70B069C9F001C,028CFFD47FD40B059C9F001F,028DFFD47FD60B059C9B0021,028EFFCF7FD60B069C9A0026,028FFFD87FDA0B089C9E001E,0290FFCE7FDB0B0B9CA00025,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,028544FD001657BB00129CB60013271C,02929C8F,Passed,Passed,2504.93219,0286DA8577EB0B626E7F000B8A9A0011,Passed,02876EDF001F,Passed,68638,59633,66017,64618,63906,79461,74945,62196,66256,71956,71221,28984,23716,23.8778853,23.8778661,23.8779777,23.8798787,23.8800414,23.8798597,23.880153,23.8801513,23.8801997,23.8788411,23.8787685,23.8810186,23.8813242,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0898924575,0.0998084316,0.105215393,0.10016132,0.101572819,0.104480616,0.110495363,0.109287937,0.11656775,0.118869131,0.124687724,0.125151158,0.127783488,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10002,10000,10000,10000,10000,10002,10000,10000,10000,10.08,0.01,9.97,0.01,80.26,9.99,9.98,9994,10.01,10009,Passed,Passed,10.05,0.04,Passed,18004,29494,7733,14685,Passed,Passed,Passed,Passed,99999,99999,42687,Passed,0,0,0,Passed,Passed,Passed,Passed,Passed,32769.7386,Passed,Passed,Passed,00:12:EA:11:03:3F,Passed,Passed,Passed,Passed,25, 3a70eea449ac4a1d768753ec9c26c3d9, 3a70eea449ac4a1d768753ec9c26c3d9, 162441d06a4f1928a4d032085114e5d9, 162441d06a4f1928a4d032085114e5d9, 43f385263d267c78bc9e2f89d1e54cb7, c96afdbb7d6771e539bea3d6568e9be8,Passed,Passed
S230304328,20/01/2023 05:36:43 a. m.,521.02s,2,Passed,,0.187393,23.7654905,5.00889533,3.32327499,1.34868645,1.27339595,23.7656119,1.94481834,Passed,Passed,011F81,0288FFC87FDE0B0E9C6C0006,0289FFD27FD90B0C9C64000F,028AFFD07FDA0B089C6B000F,028BFFCC7FDA0B059C6C0012,028CFFCF7FD40B029C690018,028DFFCD7FD70B029C690018,028EFFC97FD40B059C610022,028FFFD27FDB0B079C6D0011,0290FFC87FDE0B0A9C6C001F,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,028544F30018577700169C6C00242715,02929C55,Passed,Passed,2501.30217,0286D98B77460B526E1B000E8A210013,Passed,02876E69001C,Passed,74325,57935,67913,66082,65776,79450,74874,63541,70442,66212,71906,19278,25624,23.8807032,23.880881,23.880941,23.8828561,23.8831429,23.8831822,23.8831931,23.8831187,23.8833132,23.8816152,23.8816398,23.8839939,23.8843117,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146178616,0.167684482,0.179288433,0.163046784,0.148995509,0.156481851,0.156809266,0.15627835,0.161237687,0.16129768,0.158952118,0.147885075,0.156633005,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10002,10001,10000,10001,10001,10002,10001,10000,10000,10.05,0.01,9.93,0.00,80.27,9.99,9.99,9997,10.01,10007,Passed,Passed,10.01,0.04,Passed,18222,35482,8089,16410,Passed,Passed,Passed,Passed,99999,99999,45617,Passed,0,0,0,Passed,Passed,Passed,Passed,Passed,32770.6778,Passed,Passed,Passed,00:12:EA:11:03:40,Passed,Passed,Passed,Passed,25, 3a70eea449ac4a1d768753ec9c26c3d9, 3a70eea449ac4a1d768753ec9c26c3d9, 162441d06a4f1928a4d032085114e5d9, 162441d06a4f1928a4d032085114e5d9, 43f385263d267c78bc9e2f89d1e54cb7, c96afdbb7d6771e539bea3d6568e9be8,Passed,Passed
S230305854,20/01/2023 05:40:08 a. m.,726.17s,1,Passed,,0.187927,23.7774903,4.99939849,3.34074311,1.35232446,1.27650132,23.7787255,1.82849812,Passed,Passed,011F81,0288FFD17FE70B089C260010,0289FFD77FE10B079C27000F,028AFFCB7FDF0B049C280015,028BFFCE7FDE0B059C2A0015,028CFFD07FDD0B009C290016,028DFFD47FD60B019C290018,028EFFCD7FD30B029C2C0015,028FFFD27FE30B079C2A0012,0290FFCD7FE10B079C310017,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,028544A70017578500139C360019271A,02929C19,Passed,Passed,2497.58725,0286DAF4783C0B716DD3000C89970013,Passed,02876E48001A,Passed,53900,54667,31988,80280,60786,67122,73412,66256,37807,29494,6628,67953,83103,23.8707199,23.8709204,23.8711423,23.8729168,23.8731193,23.8731887,23.8731417,23.8730845,23.8733814,23.8708292,23.8719062,23.8743907,23.8744145,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0791696327,0.0805393726,0.0786223771,0.101118876,0.0819935302,0.0832996584,0.0804268776,0.0893600872,0.076410907,0.0889112037,0.0917976425,0.0926515126,0.0961287605,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,9996,9998,9997,9997,9998,9999,9999,9998,9999,10.08,0.01,9.92,0.01,80.37,10.00,9.99,9995,10.01,10006,Passed,Passed,10.04,0.04,Passed,23549,51590,31421,28723,Passed,Passed,Passed,Passed,99999,99999,99999,Passed,0,0,0,Passed,Passed,Passed,Passed,Passed,32770.142,Passed,Passed,Passed,00:12:EA:11:03:41,Passed,Passed,Passed,Passed,25, 3a70eea449ac4a1d768753ec9c26c3d9, 3a70eea449ac4a1d768753ec9c26c3d9, 162441d06a4f1928a4d032085114e5d9, 162441d06a4f1928a4d032085114e5d9, 43f385263d267c78bc9e2f89d1e54cb7, c96afdbb7d6771e539bea3d6568e9be8,Passed,Passed
S230305856,20/01/2023 05:50:15 a. m.,530.27s,1,Passed,,0.192871,23.7889185,5.01412608,3.3289346,1.34144915,1.27721194,23.7903412,1.8020623,Passed,Passed,011F81,0288FFE17FDE0B089CA6000C,0289FFDF7FDC0B089CA5000C,028AFFD97FD90B059CA70013,028BFFD77FDA0B059CAA0014,028CFFD57FDD0B019CA60017,028DFFD57FDA0B029CA70016,028EFFD07FD50B039CA90016,028FFFD97FDC0B069CA80011,0290FFD07FE00B089CB00015,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0285451F000E57C500149CB500192715,02929C96,Passed,Passed,2505.3788,0286D9E5779A0B646E8B000F8A7A0016,Passed,02876E84001D,Passed,58443,57281,31988,80575,56156,65034,74193,54210,22339,37119,7371,70283,80661,23.8675105,23.8676403,23.8680399,23.8699317,23.8699689,23.8701415,23.8699629,23.8702204,23.8701599,23.8678764,23.8690138,23.8713192,23.871297,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0901955458,0.0966656333,0.0969226638,0.119396525,0.102423233,0.0898629767,0.0957793258,0.097937495,0.0935663163,0.0831921471,0.0915616884,0.103277652,0.102168745,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10002,10001,10002,10001,10000,10000,10000,10000,10000,10.06,0.01,9.91,0.01,80.25,10.00,10.00,9995,10.01,10000,Passed,Passed,10.00,0.04,Passed,24371,55767,32210,27649,Passed,Passed,Passed,Passed,99999,99999,99999,Passed,0,0,0,Passed,Passed,Passed,Passed,Passed,32770.3634,Passed,Passed,Passed,00:12:EA:11:03:42,Passed,Passed,Passed,Passed,25, 3a70eea449ac4a1d768753ec9c26c3d9, 3a70eea449ac4a1d768753ec9c26c3d9, 162441d06a4f1928a4d032085114e5d9, 162441d06a4f1928a4d032085114e5d9, 43f385263d267c78bc9e2f89d1e54cb7, c96afdbb7d6771e539bea3d6568e9be8,Passed,Passed
