,,,,,TestName,UUT Current Measurment,24 VDC Measurment,5 VDC Measurment,3.3 VDC Measurment,1.35 VDC Measurment,1.275 VDC Measurment,VDC w/18 VAC Power,VDC w/7 VAC Power,Program & Verify Hardware,Program & Verify Serial Number,Verify Software Number,AI1 Data Calibrated,AI2 Data Calibrated,AI3 Data Calibrated,AI4 Data Calibrated,AI5 Data Calibrated,AI6 Data Calibrated,AI7 Data Calibrated,AI8 Data Calibrated,AI9 Data Calibrated,AI1 Calibration,AI2 Calibration,AI3 Calibration,AI4 Calibration,AI5 Calibration,AI6 Calibration,AI7 Calibration,AI8 Calibration,AI9 Calibration,UIO1 Data Calibrated,2.5V Reference Data Calibrated,UIO1 Calibration,2.5V Reference Calibration,2.5V_Buf Reference,UI1 Data Calibrated,UI1 Calibration,AO1 Data Calibrated,AO1 Calibration,Binary Output 1 Led ON,Binary Output 2 Led ON,Binary Output 3 Led ON,Binary Output 4 Led ON,Binary Output 5 Led ON,Binary Output 6 Led ON,Binary Output 7 Led ON,Binary Output 8 Led ON,Binary Output 9 Led ON,Binary Output 10 Led ON,Binary Output 11 Led ON,Binary Output 12 Led ON,Binary Output 13 Led ON,24 VAC Binary Output 1,24 VAC Binary Output 2,24 VAC Binary Output 3,24 VAC Binary Output 4,24 VAC Binary Output 5,24 VAC Binary Output 6,24 VAC Binary Output 7,24 VAC Binary Output 8,24 VAC Binary Output 9,24 VAC Binary Output 10,24 VAC Binary Output 11,24 VAC Binary Output 12,24 VAC Binary Output 13,Binary Output 1 Led OFF,Binary Output 2 Led OFF,Binary Output 3 Led OFF,Binary Output 4 Led OFF,Binary Output 5 Led OFF,Binary Output 6 Led OFF,Binary Output 7 Led OFF,Binary Output 8 Led OFF,Binary Output 9 Led OFF,Binary Output 10 Led OFF,Binary Output 11 Led OFF,Binary Output 12 Led OFF,Binary Output 13 Led OFF,0 VAC Binary Output 1,0 VAC  Binary Output 2,0 VAC  Binary Output 3,0 VAC  Binary Output 4,0 VAC  Binary Output 5,0 VAC  Binary Output 6,0 VAC  Binary Output 7,0 VAC  Binary Output 8,0 VAC  Binary Output 9,0 VAC  Binary Output 10,0 VAC  Binary Output 11,0 VAC  Binary Output 12,0 VAC  Binary Output 13,Binary Input 1 High,Binary Input 2 High,Binary Input 3 High,Binary Input 4 High,Binary Input 5 High,Binary Input 6 High,Binary Input 7 High,Binary Input 8 High,Binary Input 9 High,Binary Input 10 High,Binary Input 11 High,Binary Input 12 High,Binary Input 13 High,Binary Input 14 High,Binary Input 15 High,Binary Input 16 High,Binary Input 1 Low,Binary Input 2 Low,Binary Input 3 Low,Binary Input 4 Low,Binary Input 5 Low,Binary Input 6 Low,Binary Input 7 Low,Binary Input 8 Low,Binary Input 9 Low,Binary Input 10 Low,Binary Input 11 Low,Binary Input 12 Low,Binary Input 13 Low,Binary Input 14 Low,Binary Input 15 Low,Binary Input 16 Low,AI1 Resistance Input Mode 10k,AI2 Resistance Input Mode 10k,AI3 Resistance Input Mode 10k,AI4 Resistance Input Mode 10k,AI5 Resistance Input Mode 10k,AI6 Resistance Input Mode 10k,AI7 Resistance Input Mode 10k,AI8 Resistance Input Mode 10k,AI9 Resistance Input Mode 10k,AO1 Voltage Output Mode 10V,AO1 Voltage Output Mode 0V,AO1 Current Output Mode 10 mA,AO1 Current Output Mode 0 mA,AO1 PWM Output Mode 80Hz,UI1 Voltage Input Mode 10V,UI1 Current Input Mode 10mA,UI1 Resistance Input Mode 10k,UIO1 Current Input Mode 10mA,UIO1 Resistance Input Mode 10k,UIO1 Binary Input Mode "0",UIO1 Binary Input Mode "1",UIO1 Voltage Output Mode 10V,UIO1 Voltage Output Mode 0V,UART Test,UART LED11 Test,UART LED12 Test,UART LED13 Test,UART LED14 Test,USB Host J2 Test,USB Device P13 Test,Ethernet Loockback Test,System LEDs Test ON,LED9 Test ON,LED10 Test ON,LED3 Test ON,System LEDs Test OFF,LED9 Test OFF,LED10 Test OFF,LED3 Test OFF,LCD Display 1 Test,LCD Display 2 Test,Push-Bottom Test,Rotary Switch Test,Setting Calibration RTC_CLK_OUT,RTC_CLK_OUT Test,Match Date Calibration,Incrementing Date,Mac Address Assigment,Mac Address Assigned,Hardware Programmed,Serial Number Programmed,Login to SO and Change Directory,Request Cert and Certificate Installed,PS Processor Version,Device Tree md5sum,Device Tree (copy) md5sum,Field Kernel md5sum,Field Kernel (copy) md5sum,Recovery Kernel md5sum,U-boot md5sum,Reset Controller,Disable Debug Console
S230303956,19/01/2023 05:08:51 a. m.,712.82s,1,Passed,,0.183685,23.7783492,4.98916568,3.33222731,1.34825131,1.27406392,23.7797603,1.84955659,Passed,Passed,011F81,0288FFDA7FE40B109C6C000B,0289FFD67FE20B0F9C6D000C,028AFFD27FCB0B089C6E0010,028BFFCF7FDD0B0B9C6E0013,028CFFCF7FDF0B079C6C0014,028DFFCE7FDC0B089C6B0017,028EFFCB7FD80B099C6D0015,028FFFD37FE00B0E9C6E0010,0290FFCB7FE30B109C720015,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0285451800105788000A9C7700182718,02929C57,Passed,Passed,2501.45646,0286DA6077D40B676DA6000D897B0013,Passed,02876E460018,Passed,54742,58631,31988,78764,61065,66104,72744,61530,35196,38798,7371,68541,79115,23.8712799,23.8712851,23.8715885,23.8737783,23.8738919,23.8739295,23.8738264,23.8739056,23.8740444,23.8712348,23.8724425,23.875095,23.8749525,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0601723065,0.0653560988,0.0606884364,0.0769974931,0.0652350951,0.0700684508,0.0635407334,0.0743713648,0.0637353568,0.0684546313,0.0755921123,0.0718938131,0.0669544788,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10000,9999,10001,10000,10000,10000,10001,9999,10000,10.08,0.01,9.99,0.01,80.23,10.00,10.00,10000,10.01,10003,Passed,Passed,10.02,0.04,Passed,23549,51807,30600,27371,Passed,Passed,Passed,Passed,99999,99999,99999,Passed,0,0,0,Passed,Passed,Passed,Passed,Passed,32770.1998,Passed,Passed,Passed,00:12:EA:11:02:C9,Passed,Passed,Passed,Passed,25, 3a70eea449ac4a1d768753ec9c26c3d9, 3a70eea449ac4a1d768753ec9c26c3d9, 162441d06a4f1928a4d032085114e5d9, 162441d06a4f1928a4d032085114e5d9, 43f385263d267c78bc9e2f89d1e54cb7, c96afdbb7d6771e539bea3d6568e9be8,Passed,Passed
S230303685,19/01/2023 05:19:06 a. m.,517.18s,1,Passed,,0.190079,23.7784167,5.00227436,3.33743224,1.34621734,1.27301884,23.7800405,23.7797578,Passed,Passed,011F81,0288FFE37FDC0B0D9C47000A,0289FFDB7FDF0B0D9C46000C,028AFFD97FD50B0A9C460011,028BFFD47FDB0B0B9C450015,028CFFD37FDC0B079C430017,028DFFCF7FD80B079C430016,028EFFCD7FD70B099C440018,028FFFD87FDB0B0C9C450011,0290FFCC7FE30B0E9C490017,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,028545450009577500039C5100152714,02929C2F,Passed,Passed,2498.96461,0286DA91780A0B706DC6000F898E0015,Passed,02876E2B001D,Passed,53744,59751,33705,80694,59122,66039,77103,71051,38555,38798,8089,71542,80455,23.87195,23.8718849,23.8721999,23.8740455,23.8739439,23.8740563,23.8742611,23.874338,23.87434,23.8718044,23.8730599,23.875084,23.8752624,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099887302,0.104152941,0.104571244,0.130854365,0.121527751,0.128033976,0.114646594,0.131971991,0.110485027,0.137591624,0.150532232,0.143328638,0.144568162,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10002,10002,10002,10000,10001,10000,10000,10000,10000,10.08,0.00,9.98,0.00,80.19,10.00,10.00,9998,10.01,10000,Passed,Passed,10.05,0.04,Passed,24371,58693,30719,29494,Passed,Passed,Passed,Passed,99999,99999,99999,Passed,0,0,0,Passed,Passed,Passed,Passed,Passed,32771.179,Passed,Passed,Passed,00:12:EA:11:02:CA,Passed,Passed,Passed,Passed,25, 3a70eea449ac4a1d768753ec9c26c3d9, 3a70eea449ac4a1d768753ec9c26c3d9, 162441d06a4f1928a4d032085114e5d9, 162441d06a4f1928a4d032085114e5d9, 43f385263d267c78bc9e2f89d1e54cb7, c96afdbb7d6771e539bea3d6568e9be8,Passed,Passed
S230304258,19/01/2023 05:22:16 a. m.,707.30s,2,Passed,,0.187805,23.697759,5.04770121,3.33212918,1.34887343,1.27569103,23.698062,1.91949155,Passed,Passed,011F81,0288FFC17FD40B0D9C130010,0289FFC77FCE0B0B9C18000A,028AFFC47FCD0B069C180016,028BFFBF7FCC0B029C180014,028CFFC47FD00B009C12001C,028DFFBF7FD00B019C16001D,028EFFBE7FCE0B049C14001A,028FFFC87FD50B079C150017,0290FFBF7FD70B0B9C1B0016,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,028544CD00205758000D9C22001B271B,02929C04,Passed,Passed,2496.23924,0286DAD1781C0B696DE5001289B80013,Passed,02876E6F001E,Passed,60842,54249,63639,62196,57708,78212,75073,58568,68943,67873,71136,33602,27371,23.8832201,23.8836243,23.8831872,23.8857268,23.886165,23.8859664,23.8860459,23.8861662,23.8862638,23.8844716,23.8843228,23.8874018,23.8874218,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0741075604,0.0908491626,0.0932300638,0.0957000916,0.0977913901,0.105005117,0.115621484,0.124547567,0.124755377,0.124295187,0.134126722,0.130058257,0.135750123,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10009,10007,10003,10005,10004,10005,10003,10003,10002,10.08,0.00,9.94,0.00,80.35,10.00,9.99,9995,10.01,10005,Passed,Passed,10.03,0.04,Passed,17783,28984,7733,15689,Passed,Passed,Passed,Passed,99999,99999,41517,Passed,0,0,0,Passed,Passed,Passed,Passed,Passed,32769.9896,Passed,Passed,Passed,00:12:EA:11:02:CB,Passed,Passed,Passed,Passed,25, 3a70eea449ac4a1d768753ec9c26c3d9, 3a70eea449ac4a1d768753ec9c26c3d9, 162441d06a4f1928a4d032085114e5d9, 162441d06a4f1928a4d032085114e5d9, 43f385263d267c78bc9e2f89d1e54cb7, c96afdbb7d6771e539bea3d6568e9be8,Passed,Passed
S230304142,19/01/2023 05:29:37 a. m.,186.56s,2,Failed,UI1 Resistance Input Mode 10k,0.187775,23.7393193,5.00865204,3.33359838,1.3483706,1.26795967,23.7396854,23.7389375,Passed,Passed,011F81,0288FFD97FDA0B0F9C08000A,0289FFDE7FD70B0E9C080006,028AFFD97FD30B099C0C000A,028BFFD77FD20B079C080011,028CFFD67FD10B049C060014,028DFFD77FD40B069C020017,028EFFCE7FD10B079C0A0010,028FFFD97FD80B099C040012,0290FFCD7FDA0B0C9C15000F,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,028544EF001B575B000A9C13001A2719,02929BF5,Passed,Passed,2495.2941,0286DAF0782F0B6C6DF4000F89CF0013,Passed,02876E3F001B,Passed,72135,55767,66017,65374,63979,78017,67389,55479,67266,61826,69559,22866,24850,23.876498,23.8768329,23.8768804,23.8802991,23.8804316,23.8805164,23.8808276,23.8809604,23.8810748,23.87802,23.878186,23.8818353,23.8820323,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0964698024,0.104712982,0.0988507003,0.0959330632,0.099564008,0.0994218027,0.092239767,0.0987323208,0.101924436,0.099521395,0.0913258126,0.0961137171,0.101370379,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10005,10004,10003,10003,10003,10003,10002,10002,10000,10.06,0.00,9.93,0.00,80.25,10.00,9.99,6495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S230304073,19/01/2023 05:36:35 a. m.,701.63s,1,Passed,,0.188339,23.7797371,5.00030569,3.34330998,1.34441712,1.27413773,23.7814245,1.87861496,Passed,Passed,011F81,0288FFD77FDF0B0E9C9F000D,0289FFD67FDC0B0E9C9D0012,028AFFCF7FD80B0A9C9F0015,028BFFCE7FD90B0B9CA10015,028CFFCE7FD60B039C9D001A,028DFFD07FD30B069C9D001B,028EFFCC7FCE0B069CA10019,028FFFD27FD70B0C9CA00012,0290FFCC7FDC0B0E9CA80019,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0285450B001357AF00169CB0001C271C,02929C8D,Passed,Passed,2504.78184,0286DACF782F0B6E6E7D000B8A9F000E,Passed,02876E63001B,Passed,56050,58537,33705,81110,61692,65598,72490,63785,38309,34809,6628,75547,80790,23.8751242,23.8752201,23.8755355,23.8773833,23.8773824,23.8776762,23.8777142,23.8776699,23.8780513,23.8754612,23.8767979,23.8787417,23.8791807,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0684329736,0.0728687127,0.0721594641,0.0996203521,0.101971181,0.0803672341,0.083036656,0.0796312762,0.0895684653,0.103603685,0.0848674899,0.0864826164,0.0938749741,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10000,10000,10000,10000,9999,10000,10000,9999,10001,10.09,0.00,9.96,0.00,80.28,10.00,9.98,9999,10.01,10012,Passed,Passed,10.04,0.04,Passed,24046,59001,31649,30116,Passed,Passed,Passed,Passed,99999,99999,99999,Passed,0,0,0,Passed,Passed,Passed,Passed,Passed,32770.348,Passed,Passed,Passed,00:12:EA:11:02:CC,Passed,Passed,Passed,Passed,25, 3a70eea449ac4a1d768753ec9c26c3d9, 3a70eea449ac4a1d768753ec9c26c3d9, 162441d06a4f1928a4d032085114e5d9, 162441d06a4f1928a4d032085114e5d9, 43f385263d267c78bc9e2f89d1e54cb7, c96afdbb7d6771e539bea3d6568e9be8,Passed,Passed
S230302278,19/01/2023 05:46:20 a. m.,503.48s,2,Passed,,0.186829,23.8303476,5.00100213,3.33539994,1.34477811,1.27688676,23.8306415,1.960316,Passed,Passed,011F81,0288FFD97FE30B109BFCFFFD,0289FFDB7FD90B0E9BFA0003,028AFFD17FD80B0B9BF9000C,028BFFD07FD30B089BFB000D,028CFFD07FD60B079BF7000F,028DFFD17FCE0B069BFA000C,028EFFCB7FD80B0A9C020007,028FFFD47FDA0B0B9BFB0008,0290FFCA7FDC0B0D9C03000C,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,028544BE001A576400079C0E000B2721,02929BE0,Passed,Passed,2494.01626,0286DB5D78430B726DFC000D89E50011,Passed,02876DCB0019,Passed,68618,59869,66640,64965,69834,79220,72776,55187,63516,71824,73042,23039,24046,23.8795194,23.8795293,23.8796838,23.8832504,23.8834051,23.8832137,23.883189,23.8833257,23.8834628,23.8804524,23.8805655,23.8830107,23.8844451,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0976747611,0.116638783,0.118308149,0.120215769,0.116099357,0.121363857,0.130278686,0.138646153,0.146413292,0.148438105,0.153761746,0.144557846,0.158784311,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10002,10002,10002,10001,10001,10001,10000,10000,10001,10.08,0.00,9.83,0.00,80.18,9.99,10.00,9998,10.02,10010,Passed,Passed,10.00,0.04,Passed,19071,35857,8439,17336,Passed,Passed,Passed,Passed,99999,99999,41446,Passed,0,0,0,Passed,Passed,Passed,Passed,Passed,32770.0566,Passed,Passed,Passed,00:12:EA:11:02:CD,Passed,Passed,Passed,Passed,25, 3a70eea449ac4a1d768753ec9c26c3d9, 3a70eea449ac4a1d768753ec9c26c3d9, 162441d06a4f1928a4d032085114e5d9, 162441d06a4f1928a4d032085114e5d9, 43f385263d267c78bc9e2f89d1e54cb7, c96afdbb7d6771e539bea3d6568e9be8,Passed,Passed
S230303797,19/01/2023 05:49:39 a. m.,702.39s,1,Passed,,0.187347,23.7399728,5.01923011,3.3261201,1.35007502,1.27247958,23.7414956,1.87443593,Passed,Passed,011F81,0288FFD27FE10B109C5B000A,0289FFD67FE00B109C5B000A,028AFFCC7FDC0B0D9C5D0011,028BFFCC7FDB0B0D9C5D0014,028CFFCD7FDA0B069C5C0015,028DFFD07FD40B089C5B0015,028EFFC97FD30B0A9C600014,028FFFCF7FDE0B0E9C5C0013,0290FFCA7FE10B109C650015,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0285453F0008578B00099C690015271A,02929C47,Passed,Passed,2500.4307,0286D9F977AF0B5F6DA2000E896F0012,Passed,02876E670018,Passed,56434,57870,33078,81393,65951,66851,76662,74902,38309,41798,8439,68288,79869,23.8577401,23.8690395,23.8692324,23.8711389,23.8711689,23.871277,23.8713915,23.8713691,23.8714122,23.8688744,23.8701936,23.8723752,23.8722427,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0922910651,0.0887545085,0.0922093936,0.12989533,0.0968308739,0.0969740398,0.098717652,0.116708082,0.0899166811,0.121688715,0.130637666,0.125000642,0.128049621,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,9997,9999,9998,9999,9999,9999,9999,9997,9998,10.06,0.01,9.94,0.01,80.32,10.00,10.00,9998,10.01,10005,Passed,Passed,10.03,0.04,Passed,24371,59122,30359,30238,Passed,Passed,Passed,Passed,99999,99999,99999,Passed,0,0,0,Passed,Passed,Passed,Passed,Passed,32771.1846,Passed,Passed,Passed,00:12:EA:11:02:CE,Passed,Passed,Passed,Passed,25, 3a70eea449ac4a1d768753ec9c26c3d9, 3a70eea449ac4a1d768753ec9c26c3d9, 162441d06a4f1928a4d032085114e5d9, 162441d06a4f1928a4d032085114e5d9, 43f385263d267c78bc9e2f89d1e54cb7, c96afdbb7d6771e539bea3d6568e9be8,Passed,Passed
S230304190,19/01/2023 05:57:52 a. m.,379.43s,1,Failed,Match Date Calibration,0.191025,23.7583836,5.04122488,3.31412033,1.34814524,1.27364328,23.759983,1.95454363,Passed,Passed,011F81,0288FFD87FED0B0F9C870009,0289FFD97FE90B0F9C860009,028AFFD17FE80B0B9C8A000B,028BFFD07FE60B0B9C8A000F,028CFFD17FE70B069C870013,028DFFD27FE30B069C8A000F,028EFFCB7FE20B089C8B0010,028FFFD37FE60B0C9C8A000C,0290FFCA7FEC0B0D9C8F0013,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02854507000C579C00059C97000A2723,02929C7B,Passed,Passed,2503.67688,0286D8D677140B566DFA001689FC0010,Passed,02876E5D001A,Passed,63979,60246,34012,79115,61367,66212,73656,67430,38226,38555,10423,71808,77546,23.8718695,23.8721718,23.8723758,23.8748241,23.8748949,23.8749942,23.875133,23.8751349,23.8753415,23.872102,23.8731341,23.8761994,23.8761297,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0870749468,0.0932482561,0.0928363604,0.120846217,0.101692435,0.105177224,0.0995501128,0.1145816,0.0950874174,0.115389454,0.123055755,0.117910613,0.117487809,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10000,10000,10000,10001,10000,10000,9999,10000,9999,10.06,0.00,9.71,0.00,80.30,10.00,10.01,9995,10.01,10018,Passed,Passed,10.00,0.04,Passed,23716,50880,31073,28193,Passed,Passed,Passed,Passed,99999,99999,99999,Passed,0,0,0,Passed,Passed,Passed,Passed,Passed,32770.422,Failed,,,,,,,,,,,,,,,,
S230304235,19/01/2023 06:02:50 a. m.,704.34s,2,Passed,,0.188553,23.7646992,4.99768539,3.31860008,1.34812861,1.27550629,23.7651881,1.92653563,Passed,Passed,011F81,0288FFE67FE30B119C20FFF8,0289FFE37FDE0B0E9C1B0007,028AFFDB7FD90B0C9C1C0008,028BFFD97FD60B0A9C230004,028CFFD77FD50B079C1E0007,028DFFDA7FD80B089C1C000C,028EFFD37FD70B0A9C200005,028FFFDA7FDB0B0C9C1C0005,0290FFD27FDD0B0E9C1E0010,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,028544B2001B578100009C2600142718,02929C00,Passed,Passed,2496.02938,0286D9D477790B586DF5000D89CF0011,Passed,02876DDA001B,Passed,62327,57314,64218,59956,65464,77646,69815,57413,65509,68791,70948,30838,28460,23.8834453,23.8835382,23.8836768,23.8859672,23.8860402,23.8860993,23.8860505,23.8859939,23.8861281,23.8840999,23.8842819,23.8868937,23.8872877,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104506645,0.117111106,0.132637932,0.118538439,0.105137281,0.11136375,0.10930853,0.099402884,0.107847141,0.109908715,0.111500838,0.108735728,0.11196426,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10002,10001,10000,10000,10000,10000,10000,10000,10000,10.04,0.00,9.85,0.00,80.32,9.99,10.00,9998,10.01,10007,Passed,Passed,9.99,0.04,Passed,19071,37976,8089,16646,Passed,Passed,Passed,Passed,99999,99999,46359,Passed,0,0,0,Passed,Passed,Passed,Passed,Passed,32769.7324,Passed,Passed,Passed,00:12:EA:11:02:CF,Passed,Passed,Passed,Passed,25, 3a70eea449ac4a1d768753ec9c26c3d9, 3a70eea449ac4a1d768753ec9c26c3d9, 162441d06a4f1928a4d032085114e5d9, 162441d06a4f1928a4d032085114e5d9, 43f385263d267c78bc9e2f89d1e54cb7, c96afdbb7d6771e539bea3d6568e9be8,Passed,Passed
S230304088,19/01/2023 07:13:26 a. m.,504.11s,2,Passed,,0.186493,23.8133047,5.01044617,3.31064511,1.3525456,1.27125381,23.813475,1.84271558,Passed,Passed,011F81,0288FFBC7FE70B0E9C55000F,0289FFC67FDE0B0C9C530010,028AFFC07FD70B089C550015,028BFFBD7FD80B069C55001A,028CFFC37FD60B049C560019,028DFFBD7FD80B049C55001C,028EFFBE7FD70B069C5C0017,028FFFC87FDA0B079C560013,0290FFC17FDB0B0A9C60001A,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0285450A0015578700069C6500202716,02929C45,Passed,Passed,2500.29487,0286D8F777280B546E11000D8A1D0013,Passed,02876E42001C,Passed,68347,60982,66148,63169,65951,78787,73971,61799,62143,67592,72394,24046,25163,23.8798314,23.8800155,23.8800055,23.8855084,23.8857784,23.8860445,23.8860179,23.8861336,23.886243,23.8807238,23.8809073,23.8872257,23.8875501,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0937130161,0.110117348,0.110316741,0.114343102,0.113951214,0.11898564,0.128421515,0.137733589,0.144627698,0.146463028,0.147864847,0.139553292,0.152917606,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,9998,10000,9999,10001,9999,9999,9998,9999,9999,10.05,0.01,9.76,0.00,80.19,9.99,10.00,9998,10.01,10006,Passed,Passed,9.98,0.04,Passed,18651,35196,7371,14941,Passed,Passed,Passed,Passed,99999,99999,43604,Passed,0,0,0,Passed,Passed,Passed,Passed,Passed,32770.0442,Passed,Passed,Passed,00:12:EA:11:02:D0,Passed,Passed,Passed,Passed,25, 3a70eea449ac4a1d768753ec9c26c3d9, 3a70eea449ac4a1d768753ec9c26c3d9, 162441d06a4f1928a4d032085114e5d9, 162441d06a4f1928a4d032085114e5d9, 43f385263d267c78bc9e2f89d1e54cb7, c96afdbb7d6771e539bea3d6568e9be8,Passed,Passed
S230304052,19/01/2023 07:16:45 a. m.,703.53s,1,Passed,,0.187973,23.7016591,5.01578153,3.34402619,1.3512014,1.27338735,23.7031675,1.91384342,Passed,Passed,011F81,0288FFDA7FDD0B0D9C0A000E,0289FFD87FD60B0D9C0B000D,028AFFD27FDB0B0A9C0D0013,028BFFD07FD80B0B9C0D0017,028CFFD07FD90B059C0B0019,028DFFCE7FD10B059C0C0018,028EFFCB7FCD0B079C100015,028FFFD47FDA0B0D9C0F000F,0290FFCA7FDA0B0E9C150019,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,028544E9001A576400109C1C00152711,02929BFA,Passed,Passed,2495.63284,0286DB4378640B736DAC001489810015,Passed,02876D930020,Passed,54172,55587,33705,81110,56400,66320,73550,69834,38309,39039,7733,68092,83427,23.8726227,23.8727105,23.8731184,23.8750504,23.874897,23.8751042,23.8749219,23.8752975,23.8750352,23.8726689,23.8737608,23.8759403,23.8760864,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118213754,0.122057833,0.132529584,0.171877738,0.171614957,0.16207328,0.153527763,0.176723943,0.130411964,0.164623381,0.176830951,0.162134617,0.165821072,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,9999,10000,9999,9999,9999,9999,10000,9999,9999,10.09,0.01,9.89,0.00,80.39,10.00,10.00,9998,10.01,9997,Passed,Passed,10.01,0.04,Passed,23882,58662,30838,30838,Passed,Passed,Passed,Passed,99999,99999,99999,Passed,0,0,0,Passed,Passed,Passed,Passed,Passed,32770.3171,Passed,Passed,Passed,00:12:EA:11:02:D1,Passed,Passed,Passed,Passed,25, 3a70eea449ac4a1d768753ec9c26c3d9, 3a70eea449ac4a1d768753ec9c26c3d9, 162441d06a4f1928a4d032085114e5d9, 162441d06a4f1928a4d032085114e5d9, 43f385263d267c78bc9e2f89d1e54cb7, c96afdbb7d6771e539bea3d6568e9be8,Passed,Passed
