,,,,,TestName,UUT Current Measurment,24 VDC Measurment,5 VDC Measurment,3.3 VDC Measurment,1.35 VDC Measurment,1.275 VDC Measurment,VDC w/18 VAC Power,VDC w/7 VAC Power,Program & Verify Hardware,Program & Verify Serial Number,Verify Software Number,AI1 Data Calibrated,AI2 Data Calibrated,AI3 Data Calibrated,AI4 Data Calibrated,AI5 Data Calibrated,AI6 Data Calibrated,AI7 Data Calibrated,AI8 Data Calibrated,AI9 Data Calibrated,AI1 Calibration,AI2 Calibration,AI3 Calibration,AI4 Calibration,AI5 Calibration,AI6 Calibration,AI7 Calibration,AI8 Calibration,AI9 Calibration,UIO1 Data Calibrated,2.5V Reference Data Calibrated,UIO1 Calibration,2.5V Reference Calibration,2.5V_Buf Reference,UI1 Data Calibrated,UI1 Calibration,AO1 Data Calibrated,AO1 Calibration,Binary Output 1 Led ON,Binary Output 2 Led ON,Binary Output 3 Led ON,Binary Output 4 Led ON,Binary Output 5 Led ON,Binary Output 6 Led ON,Binary Output 7 Led ON,Binary Output 8 Led ON,Binary Output 9 Led ON,Binary Output 10 Led ON,Binary Output 11 Led ON,Binary Output 12 Led ON,Binary Output 13 Led ON,24 VAC Binary Output 1,24 VAC Binary Output 2,24 VAC Binary Output 3,24 VAC Binary Output 4,24 VAC Binary Output 5,24 VAC Binary Output 6,24 VAC Binary Output 7,24 VAC Binary Output 8,24 VAC Binary Output 9,24 VAC Binary Output 10,24 VAC Binary Output 11,24 VAC Binary Output 12,24 VAC Binary Output 13,Binary Output 1 Led OFF,Binary Output 2 Led OFF,Binary Output 3 Led OFF,Binary Output 4 Led OFF,Binary Output 5 Led OFF,Binary Output 6 Led OFF,Binary Output 7 Led OFF,Binary Output 8 Led OFF,Binary Output 9 Led OFF,Binary Output 10 Led OFF,Binary Output 11 Led OFF,Binary Output 12 Led OFF,Binary Output 13 Led OFF,0 VAC Binary Output 1,0 VAC  Binary Output 2,0 VAC  Binary Output 3,0 VAC  Binary Output 4,0 VAC  Binary Output 5,0 VAC  Binary Output 6,0 VAC  Binary Output 7,0 VAC  Binary Output 8,0 VAC  Binary Output 9,0 VAC  Binary Output 10,0 VAC  Binary Output 11,0 VAC  Binary Output 12,0 VAC  Binary Output 13,Binary Input 1 High,Binary Input 2 High,Binary Input 3 High,Binary Input 4 High,Binary Input 5 High,Binary Input 6 High,Binary Input 7 High,Binary Input 8 High,Binary Input 9 High,Binary Input 10 High,Binary Input 11 High,Binary Input 12 High,Binary Input 13 High,Binary Input 14 High,Binary Input 15 High,Binary Input 16 High,Binary Input 1 Low,Binary Input 2 Low,Binary Input 3 Low,Binary Input 4 Low,Binary Input 5 Low,Binary Input 6 Low,Binary Input 7 Low,Binary Input 8 Low,Binary Input 9 Low,Binary Input 10 Low,Binary Input 11 Low,Binary Input 12 Low,Binary Input 13 Low,Binary Input 14 Low,Binary Input 15 Low,Binary Input 16 Low,AI1 Resistance Input Mode 10k,AI2 Resistance Input Mode 10k,AI3 Resistance Input Mode 10k,AI4 Resistance Input Mode 10k,AI5 Resistance Input Mode 10k,AI6 Resistance Input Mode 10k,AI7 Resistance Input Mode 10k,AI8 Resistance Input Mode 10k,AI9 Resistance Input Mode 10k,AO1 Voltage Output Mode 10V,AO1 Voltage Output Mode 0V,AO1 Current Output Mode 10 mA,AO1 Current Output Mode 0 mA,AO1 PWM Output Mode 80Hz,UI1 Voltage Input Mode 10V,UI1 Current Input Mode 10mA,UI1 Resistance Input Mode 10k,UIO1 Current Input Mode 10mA,UIO1 Resistance Input Mode 10k,UIO1 Binary Input Mode "0",UIO1 Binary Input Mode "1",UIO1 Voltage Output Mode 10V,UIO1 Voltage Output Mode 0V,UART Test,UART LED11 Test,UART LED12 Test,UART LED13 Test,UART LED14 Test,USB Host J2 Test,USB Device P13 Test,Ethernet Loockback Test,System LEDs Test ON,LED9 Test ON,LED10 Test ON,LED3 Test ON,System LEDs Test OFF,LED9 Test OFF,LED10 Test OFF,LED3 Test OFF,LCD Display 1 Test,LCD Display 2 Test,Push-Bottom Test,Rotary Switch Test,Setting Calibration RTC_CLK_OUT,RTC_CLK_OUT Test,Match Date Calibration,Incrementing Date,Mac Address Assigment,Mac Address Assigned,Hardware Programmed,Serial Number Programmed,Login to SO and Change Directory,Request Cert and Certificate Installed,PS Processor Version,Device Tree md5sum,Device Tree (copy) md5sum,Field Kernel md5sum,Field Kernel (copy) md5sum,Recovery Kernel md5sum,U-boot md5sum,Reset Controller,Disable Debug Console
S230304082,19/01/2023 11:09:31 a. m.,515.29s,2,Passed,,0.184769,23.7649721,5.00724737,3.32853013,1.3515205,1.27265755,23.7646374,2.81881633,Passed,Passed,011F81,0288FFC57FD60B109C450001,0289FFCC7FE40B119C3C0008,028AFFC57FDD0B0C9C3D000E,028BFFC27FE50B0B9C420014,028CFFC47FE50B0A9C400010,028DFFC17FE20B099C42000E,028EFFBE7FE60B0D9C400016,028FFFC77FE90B0D9C420007,0290FFBE7FE40B109C440017,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,028544B7000D577F00039C530006272A,02929C2D,Passed,Passed,2498.7851,0286D9F977AA0B6E6E5400158A53000D,Passed,02876E82001C,Passed,71458,60217,65731,65576,64336,80247,74296,61745,68151,66212,71407,25007,26805,23.8830087,23.8835123,23.8835338,23.8854775,23.885897,23.8857353,23.8859667,23.8857775,23.8858192,23.8840219,23.8841474,23.8867961,23.8869122,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134003881,0.153018573,0.165423656,0.150091805,0.137157402,0.143824576,0.142001649,0.135840179,0.140731204,0.137959297,0.132717685,0.124642327,0.124456218,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10001,10001,10000,9999,10000,10000,9999,10000,9999,10.06,0.00,9.91,0.00,80.36,10.00,10.00,9998,10.01,10018,Passed,Passed,10.03,0.04,Passed,18862,35292,8089,17108,Passed,Passed,Passed,Passed,99999,99999,43921,Passed,0,0,0,Passed,Passed,Passed,Passed,Passed,32769.9238,Passed,Passed,Passed,00:12:EA:11:02:E2,Passed,Passed,Passed,Passed,25, 3a70eea449ac4a1d768753ec9c26c3d9, 3a70eea449ac4a1d768753ec9c26c3d9, 162441d06a4f1928a4d032085114e5d9, 162441d06a4f1928a4d032085114e5d9, 43f385263d267c78bc9e2f89d1e54cb7, c96afdbb7d6771e539bea3d6568e9be8,Passed,Passed
S230304067,19/01/2023 11:12:52 a. m.,715.80s,1,Passed,,0.187439,23.8349282,5.01513744,3.33631927,1.34820622,1.27249376,23.836137,1.93836851,Passed,Passed,011F81,0288FFE07FE20B0A9C4D000C,0289FFDE7FE00B089C4B0010,028AFFD87FE20B069C4D0013,028BFFD67FDC0B069C500013,028CFFD67FDC0B029C4E0015,028DFFD67FDA0B039C4F0014,028EFFD17FDA0B049C520015,028FFFD97FE20B089C50000D,0290FFD27FEA0B0B9C580014,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,028544F600115788000F9C5C0018270E,02929C3E,Passed,Passed,2499.85931,0286DAC778200B706E44000C8A1D0014,Passed,02876E7F0019,Passed,54287,57081,31988,80618,59183,65374,73610,66039,36677,38473,7733,71170,80951,23.8729899,23.8729529,23.8733,23.8751339,23.8753361,23.8751774,23.8753551,23.8753876,23.8753609,23.8729132,23.8742192,23.8763895,23.87641,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0685922082,0.0724117718,0.0769963679,0.105966938,0.0851301204,0.0803372272,0.0943174732,0.104731922,0.0829302829,0.0905320994,0.0995943352,0.0980733783,0.10597463,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,9999,9999,9999,9999,10000,10000,10000,9999,9999,10.07,0.01,10.06,0.00,80.26,10.00,9.99,9995,10.01,9995,Passed,Passed,10.01,0.04,Passed,25163,58506,30956,30956,Passed,Passed,Passed,Passed,99999,99999,99999,Passed,0,0,0,Passed,Passed,Passed,Passed,Passed,32770.2368,Passed,Passed,Passed,00:12:EA:11:02:E3,Passed,Passed,Passed,Passed,25, 3a70eea449ac4a1d768753ec9c26c3d9, 3a70eea449ac4a1d768753ec9c26c3d9, 162441d06a4f1928a4d032085114e5d9, 162441d06a4f1928a4d032085114e5d9, 43f385263d267c78bc9e2f89d1e54cb7, c96afdbb7d6771e539bea3d6568e9be8,Passed,Passed
S230102603,19/01/2023 11:15:31 a. m.,64.13s,2,Failed,AI1 Calibration,0.187485,23.784902,5.01984329,3.32146687,1.35036223,1.27288559,23.7913174,1.84308747,Passed,Passed,011F81,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S230304223,19/01/2023 11:45:40 a. m.,358.83s,2,Failed,AI1 Resistance Input Mode 10k,0.187317,23.7403181,5.00396768,3.32530408,1.34900807,1.2756393,23.7404003,1.85802076,Passed,Passed,011F81,0288F5BCF428D3639C52000A,0289F5BBF427D3629C310044,028AF5B6F420D35E9C2F0049,028BF5B4F41ED35E9C2D0051,028CF5B4F41FD35E9C2A0056,028DF5B3F41ED3619C2F0052,028EF5B1F41AD35E9C2D0053,028FF5B6F422D3629C2D004A,0290F5B1F419D3609C38004A,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,028544E50018576900149C630017271E,02929C3C,Passed,Passed,2499.73953,0286D9B2776C0B596DEB001089E20014,Passed,02876E45001C,Passed,65531,55334,64336,64735,66513,78346,71575,60246,63737,65776,70104,28460,25624,23.8819554,23.8822429,23.8817627,23.8845242,23.8846271,23.8847463,23.8848197,23.8846726,23.8847677,23.8830222,23.8829929,23.8854911,23.8858291,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137802487,0.161915599,0.169993412,0.151804353,0.130114956,0.134156805,0.130187278,0.129962298,0.126708529,0.118164338,0.116240242,0.104639486,0.106033057,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S230304071,19/01/2023 11:47:36 a. m.,516.10s,1,Passed,,0.190231,23.7904098,4.99717721,3.31934002,1.34673725,1.27492366,23.7918806,1.83185672,Passed,Passed,011F81,0288FFE17FDB0B0C9C6A0008,0289FFDD7FD70B0C9C6A0008,028AFFD77FD20B089C6A000D,028BFFD57FD30B099C690013,028CFFD67FD60B059C670014,028DFFD47FD50B069C670015,028EFFD17FD10B089C6B0012,028FFFD87FD60B0B9C6B000C,0290FFD17FDA0B0D9C6F0013,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0285449C000E5796001C9C7900132718,02929C53,Passed,Passed,2501.19482,0286D99577620B586E47000B8A74000E,Passed,02876E82001A,Passed,59364,57578,35196,81559,64027,67348,75561,72233,38718,40576,10105,70948,77931,23.8722006,23.8723669,23.8726598,23.8743154,23.8743982,23.8747329,23.8746102,23.8745703,23.874694,23.8723179,23.8735651,23.8755758,23.8757827,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105976764,0.11018052,0.120520648,0.163279279,0.158964674,0.148417298,0.146346883,0.169963739,0.122986916,0.156941283,0.171236473,0.158055977,0.161503192,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10005,10002,10002,10002,10001,10000,10002,10002,10001,10.06,0.00,9.79,0.00,80.27,10.00,9.98,9970,10.01,10004,Passed,Passed,10.00,0.04,Passed,23549,58568,31305,30956,Passed,Passed,Passed,Passed,99999,99999,99999,Passed,0,0,0,Passed,Passed,Passed,Passed,Passed,32770.3109,Passed,Passed,Passed,00:12:EA:11:02:E4,Passed,Passed,Passed,Passed,25, 3a70eea449ac4a1d768753ec9c26c3d9, 3a70eea449ac4a1d768753ec9c26c3d9, 162441d06a4f1928a4d032085114e5d9, 162441d06a4f1928a4d032085114e5d9, 43f385263d267c78bc9e2f89d1e54cb7, c96afdbb7d6771e539bea3d6568e9be8,Passed,Passed
S230304325,19/01/2023 11:55:20 a. m.,367.07s,2,Failed,Setting Calibration RTC_CLK_OUT,0.188843,23.7092593,5.00828512,3.33045539,1.34887445,1.27397108,23.7094585,1.93191292,Passed,Passed,011F81,0288FFD77FDE0B109C400003,0289FFDA7FDA0B0F9C43FFFD,028AFFD37FD50B0A9C400008,028BFFD37FDA0B099C3F000F,028CFFD07FDA0B079C440009,028DFFD47FD90B089C42000B,028EFFCA7FD80B089C470008,028FFFD47FDE0B099C450007,0290FFCC7FE00B0D9C490012,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,028544CD0019577500059C4F000F2720,02929C27,Passed,Passed,2498.41429,0286DA4477E40B656DAB000E89720014,Passed,02876DB2001F,Passed,73550,58380,66872,67592,69815,79711,71956,61985,69300,68464,71390,25163,25318,23.8821046,23.8822791,23.8822523,23.8842523,23.8843679,23.8843608,23.8845168,23.8844167,23.8844923,23.8831251,23.8831221,23.8856526,23.8859942,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0962894094,0.104519891,0.0958889382,0.0937525961,0.0961955122,0.094259098,0.105680686,0.114295216,0.119809791,0.121776205,0.136480202,0.135834286,0.143687686,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10000,10000,10001,10001,10000,10000,10000,10000,10001,10.08,0.01,9.98,0.01,80.37,9.99,10.00,9997,10.01,10012,Passed,Passed,10.00,0.04,Passed,19071,37031,8439,16878,Passed,Passed,Passed,Passed,99999,99999,42485,Passed,0,0,0,Passed,Passed,Passed,Passed,Failed,,,,,,,,,,,,,,,,,,
S230304310,19/01/2023 12:10:32 p. m.,517.62s,1,Passed,,0.186951,23.789014,4.99998403,3.3380904,1.3481506,1.27372104,23.790092,1.86853975,Passed,Passed,011F81,0288FFDA7FF10B119C710009,0289FFD87FEB0B119C720008,028AFFD17FE70B0C9C73000F,028BFFD07FEB0B0E9C74000E,028CFFD07FE50B069C73000E,028DFFCE7FE40B079C710012,028EFFCA7FE20B0A9C740010,028FFFD37FEA0B0F9C73000C,0290FFCA7FEA0B109C7B000F,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02854512000957A300019C83000C271D,02929C65,Passed,Passed,2502.28562,0286DAC3781C0B706E4E00148A4C000D,Passed,02876E880019,Passed,52695,56572,33289,79115,60246,65329,73321,64850,35387,32321,7003,75044,81497,23.8759327,23.8760992,23.8763563,23.8779575,23.8779933,23.8780904,23.8781716,23.8780774,23.8782335,23.8756336,23.8767887,23.8791176,23.8791568,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106726349,0.114301043,0.116983844,0.141270195,0.140335614,0.132645839,0.122456691,0.136203697,0.109315393,0.127903709,0.140024723,0.12940848,0.127103531,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,9998,9998,9998,9999,9999,10000,9999,9999,9999,10.10,0.01,9.79,0.00,80.41,10.00,10.00,9997,10.01,10010,Passed,Passed,10.05,0.04,Passed,24046,51807,31073,24532,Passed,Passed,Passed,Passed,99999,99999,99999,Passed,0,0,0,Passed,Passed,Passed,Passed,Passed,32769.925,Passed,Passed,Passed,00:12:EA:11:02:E5,Passed,Passed,Passed,Passed,25, 3a70eea449ac4a1d768753ec9c26c3d9, 3a70eea449ac4a1d768753ec9c26c3d9, 162441d06a4f1928a4d032085114e5d9, 162441d06a4f1928a4d032085114e5d9, 43f385263d267c78bc9e2f89d1e54cb7, c96afdbb7d6771e539bea3d6568e9be8,Passed,Passed
S230304325,19/01/2023 12:13:37 p. m.,701.65s,2,Passed,,0.186691,23.7122674,5.00871268,3.33026307,1.34900239,1.27415902,23.7124942,1.92406256,Passed,Passed,011F81,0288FFD17FD90B0D9C400000,0289FFD97FD70B0C9C3D0001,028AFFD77FD30B069C3A0011,028BFFD47FD70B049C3B000C,028CFFD67FD80B039C42000C,028DFFD47FD70B039C390016,028EFFD07FD50B049C3E000F,028FFFDB7FD90B069C3B0009,0290FFD37FDC0B099C420012,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,028544CF00145773000B9C4000192719,02929C27,Passed,Passed,2498.45194,0286DA5077E90B696DA6000B896F0012,Passed,02876DD60019,Passed,73073,57578,66449,67142,68734,79416,71306,61203,68772,68112,71340,25318,25163,23.8821189,23.882187,23.8822827,23.8845993,23.8845713,23.8846464,23.8846231,23.8847968,23.8850362,23.8829617,23.8829515,23.8859238,23.8859094,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124650152,0.145975281,0.158926848,0.144107423,0.127609269,0.136417667,0.135218435,0.133529342,0.136743116,0.135270716,0.133872727,0.123118554,0.128304986,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10007,10005,10004,10005,10003,10004,10003,10004,10002,10.07,0.01,9.98,0.01,80.38,9.99,9.99,9998,10.01,10007,Passed,Passed,9.99,0.04,Passed,19278,37119,8089,17108,Passed,Passed,Passed,Passed,99999,99999,42754,Passed,0,0,0,Passed,Passed,Passed,Passed,Passed,32770.6648,Passed,Passed,Passed,00:12:EA:11:02:E6,Passed,Passed,Passed,Passed,25, 3a70eea449ac4a1d768753ec9c26c3d9, 3a70eea449ac4a1d768753ec9c26c3d9, 162441d06a4f1928a4d032085114e5d9, 162441d06a4f1928a4d032085114e5d9, 43f385263d267c78bc9e2f89d1e54cb7, c96afdbb7d6771e539bea3d6568e9be8,Passed,Passed
S230304300,19/01/2023 12:20:00 p. m.,229.27s,1,Failed,USB Device P13 Test,0.187317,23.7096456,5.01645942,3.31047777,1.34570953,1.27358119,23.7110254,23.7108829,Passed,Passed,011F81,0288FFBE7FE40B109C050007,0289FFC87FE00B0D9C050009,028AFFB67FDF0B0B9C09000D,028BFFBA7FDF0B0C9C0A000D,028CFFBF7FDE0B079C090011,028DFFC87FDD0B089C080012,028EFFBE7FDC0B099C0D000D,028FFFBD7FDF0B0D9C0A000D,0290FFBC7FE20B0F9C110012,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02854496000C5764FFFF9C1900102716,02929BF6,Passed,Passed,2495.38538,0286D97077730B696DB400178998000F,Passed,02876E1A001C,Passed,57545,56538,31763,78905,57741,63467,74745,62586,34809,33394,6628,73290,80564,23.8735788,23.8737004,23.8737645,23.8756625,23.8755878,23.8756269,23.8757932,23.8757386,23.8758857,23.8735191,23.8746502,23.8768595,23.8768063,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112617797,0.118268624,0.120409928,0.147815915,0.145912997,0.135676677,0.129502467,0.145128378,0.113953451,0.132565998,0.145509637,0.134486791,0.136868657,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10003,10002,10003,10002,10001,10001,10000,10002,10002,10.04,0.01,9.99,0.00,80.23,10.00,10.01,10000,10.00,10007,Passed,Passed,9.98,0.04,Passed,23549,50331,30719,24046,Passed,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S230304056,19/01/2023 12:27:52 p. m.,704.40s,2,Passed,,0.187897,23.7084147,5.00401197,3.33237029,1.34938514,1.26760868,23.708572,23.7078891,Passed,Passed,011F81,0288FFDE7FE60B139C0B000B,0289FFE37FE20B119C0A000E,028AFFD67FE10B0E9C0C0017,028BFFD67FE10B0B9C0D0016,028CFFD27FDE0B099C070020,028DFFD97FE20B0A9C0D0018,028EFFCA7FE20B0B9C110017,028FFFD47FD10B0A9C090016,0290FFC97FE90B109C170015,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,028544E8000A577200069C210012271F,02929C00,Passed,Passed,2496.00847,0286DAA4780A0B6F6D87001589560010,Passed,02876E21001B,Passed,63737,59364,67184,66039,63809,77090,74222,58755,66017,63144,68657,29869,26948,23.8823388,23.8821643,23.8825042,23.8848707,23.8848999,23.8849821,23.8848593,23.8849545,23.8850413,23.8832412,23.883262,23.8858692,23.8862348,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12499655,0.142140456,0.156121577,0.139836038,0.124799144,0.131908737,0.12991196,0.122369451,0.129640111,0.129941631,0.128577513,0.123198313,0.126027503,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10005,10002,10002,10002,10000,10002,10000,10001,10000,10.07,0.00,9.98,0.00,80.36,9.99,10.01,9999,10.01,10016,Passed,Passed,10.01,0.04,Passed,19071,34711,8089,17336,Passed,Passed,Passed,Passed,99999,99999,43604,Passed,0,0,0,Passed,Passed,Passed,Passed,Passed,32770.6895,Passed,Passed,Passed,00:12:EA:11:02:E7,Passed,Passed,Passed,Passed,25, 3a70eea449ac4a1d768753ec9c26c3d9, 3a70eea449ac4a1d768753ec9c26c3d9, 162441d06a4f1928a4d032085114e5d9, 162441d06a4f1928a4d032085114e5d9, 43f385263d267c78bc9e2f89d1e54cb7, c96afdbb7d6771e539bea3d6568e9be8,Passed,Passed
S230304300,19/01/2023 12:37:52 p. m.,518.97s,1,Passed,,0.185501,23.7153963,5.01760267,3.30997436,1.34599699,1.27386404,23.7167366,1.83124083,Passed,Passed,011F81,0288FFCC7FEB0B129C050003,0289FFCF7FE70B109C050006,028AFFC17FE60B0D9C0B0008,028BFFC67FE70B0E9C0F0007,028CFFC87FE60B0A9C0E000A,028DFFC87FE60B0A9C0D000C,028EFFC27FE40B0B9C0F000B,028FFFC87FE60B0F9C0B0008,0290FFC17FEB0B119C15000A,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02854495000A5760000B9C1D0006271B,02929BF6,Passed,Passed,2495.37629,0286D96777690B606DB2001689B0000C,Passed,02876E19001B,Passed,57643,56572,32099,79208,58222,63785,75255,64265,36317,34809,7003,73290,80488,23.8721467,23.8722371,23.8725294,23.8744572,23.874523,23.8745448,23.8744791,23.8743669,23.8745914,23.8718838,23.873051,23.8752365,23.8755268,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117389055,0.121421011,0.121962883,0.145173163,0.140442836,0.133213102,0.121995234,0.135623309,0.107208869,0.127292284,0.136559307,0.128740868,0.126716888,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10001,10000,10000,10000,10000,9999,10000,10001,10000,10.04,0.01,9.99,0.00,80.23,10.00,10.01,9999,10.01,10009,Passed,Passed,9.98,0.04,Passed,23380,50098,30238,24046,Passed,Passed,Passed,Passed,99999,99999,99999,Passed,0,0,0,Passed,Passed,Passed,Passed,Passed,32770.5116,Passed,Passed,Passed,00:12:EA:11:02:E8,Passed,Passed,Passed,Passed,25, 3a70eea449ac4a1d768753ec9c26c3d9, 3a70eea449ac4a1d768753ec9c26c3d9, 162441d06a4f1928a4d032085114e5d9, 162441d06a4f1928a4d032085114e5d9, 43f385263d267c78bc9e2f89d1e54cb7, c96afdbb7d6771e539bea3d6568e9be8,Passed,Passed
S230304283,19/01/2023 12:41:00 p. m.,707.65s,2,Passed,,0.188599,23.7201007,5.01432579,3.31712399,1.35368326,1.27281501,23.7201139,1.93898333,Passed,Passed,011F81,0288FFBE7FD80B0E9C040007,0289FFC77FD40B0E9BFB000D,028AFFC27FD30B0B9BFE0016,028BFFBE7FD20B089BFD0017,028CFFC37FD20B079BF90015,028DFFBD7FCE0B069BFC0013,028EFFBD7FD10B099BFD001A,028FFFC67FD50B0A9BFC0010,0290FFBF7FD80B0D9C01001C,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,028544BD001B576B00079C17000F271E,02929BEC,Passed,Passed,2494.7575,0286D9D7777E0B596DE9000F89C90014,Passed,02876DC5001C,Passed,69244,60217,65754,67450,67470,80070,74500,64099,69924,70283,70705,25775,25318,23.879953,23.8803138,23.8804016,23.8822626,23.8825651,23.882564,23.8825841,23.8827385,23.8830002,23.8810106,23.88118,23.8838448,23.8840406,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0873773351,0.093579449,0.0916382284,0.0850630844,0.0867278727,0.0827976324,0.0864692817,0.0873940346,0.08818859,0.0847305692,0.0825031048,0.0857474827,0.0800089618,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10008,10005,10004,10003,10002,10004,10002,10002,10002,10.06,0.01,10.12,0.00,80.29,9.99,10.01,9998,10.01,10006,Passed,Passed,9.99,0.04,Passed,18437,33078,7733,12521,Passed,Passed,Passed,Passed,99999,99999,44604,Passed,0,0,0,Passed,Passed,Passed,Passed,Passed,32769.9455,Passed,Passed,Passed,00:12:EA:11:02:E9,Passed,Passed,Passed,Passed,25, 3a70eea449ac4a1d768753ec9c26c3d9, 3a70eea449ac4a1d768753ec9c26c3d9, 162441d06a4f1928a4d032085114e5d9, 162441d06a4f1928a4d032085114e5d9, 43f385263d267c78bc9e2f89d1e54cb7, c96afdbb7d6771e539bea3d6568e9be8,Passed,Passed
