,,,,,TestName,UUT Current Measurment,24 VDC Measurment,5 VDC Measurment,3.3 VDC Measurment,1.35 VDC Measurment,1.275 VDC Measurment,VDC w/18 VAC Power,VDC w/7 VAC Power,Program & Verify Hardware,Program & Verify Serial Number,Verify Software Number,AI1 Data Calibrated,AI2 Data Calibrated,AI3 Data Calibrated,AI4 Data Calibrated,AI5 Data Calibrated,AI6 Data Calibrated,AI7 Data Calibrated,AI8 Data Calibrated,AI9 Data Calibrated,AI1 Calibration,AI2 Calibration,AI3 Calibration,AI4 Calibration,AI5 Calibration,AI6 Calibration,AI7 Calibration,AI8 Calibration,AI9 Calibration,UIO1 Data Calibrated,2.5V Reference Data Calibrated,UIO1 Calibration,2.5V Reference Calibration,2.5V_Buf Reference,UI1 Data Calibrated,UI1 Calibration,AO1 Data Calibrated,AO1 Calibration,Binary Output 1 Led ON,Binary Output 2 Led ON,Binary Output 3 Led ON,Binary Output 4 Led ON,Binary Output 5 Led ON,Binary Output 6 Led ON,Binary Output 7 Led ON,Binary Output 8 Led ON,Binary Output 9 Led ON,Binary Output 10 Led ON,Binary Output 11 Led ON,Binary Output 12 Led ON,Binary Output 13 Led ON,24 VAC Binary Output 1,24 VAC Binary Output 2,24 VAC Binary Output 3,24 VAC Binary Output 4,24 VAC Binary Output 5,24 VAC Binary Output 6,24 VAC Binary Output 7,24 VAC Binary Output 8,24 VAC Binary Output 9,24 VAC Binary Output 10,24 VAC Binary Output 11,24 VAC Binary Output 12,24 VAC Binary Output 13,Binary Output 1 Led OFF,Binary Output 2 Led OFF,Binary Output 3 Led OFF,Binary Output 4 Led OFF,Binary Output 5 Led OFF,Binary Output 6 Led OFF,Binary Output 7 Led OFF,Binary Output 8 Led OFF,Binary Output 9 Led OFF,Binary Output 10 Led OFF,Binary Output 11 Led OFF,Binary Output 12 Led OFF,Binary Output 13 Led OFF,0 VAC Binary Output 1,0 VAC  Binary Output 2,0 VAC  Binary Output 3,0 VAC  Binary Output 4,0 VAC  Binary Output 5,0 VAC  Binary Output 6,0 VAC  Binary Output 7,0 VAC  Binary Output 8,0 VAC  Binary Output 9,0 VAC  Binary Output 10,0 VAC  Binary Output 11,0 VAC  Binary Output 12,0 VAC  Binary Output 13,Binary Input 1 High,Binary Input 2 High,Binary Input 3 High,Binary Input 4 High,Binary Input 5 High,Binary Input 6 High,Binary Input 7 High,Binary Input 8 High,Binary Input 9 High,Binary Input 10 High,Binary Input 11 High,Binary Input 12 High,Binary Input 13 High,Binary Input 14 High,Binary Input 15 High,Binary Input 16 High,Binary Input 1 Low,Binary Input 2 Low,Binary Input 3 Low,Binary Input 4 Low,Binary Input 5 Low,Binary Input 6 Low,Binary Input 7 Low,Binary Input 8 Low,Binary Input 9 Low,Binary Input 10 Low,Binary Input 11 Low,Binary Input 12 Low,Binary Input 13 Low,Binary Input 14 Low,Binary Input 15 Low,Binary Input 16 Low,AI1 Resistance Input Mode 10k,AI2 Resistance Input Mode 10k,AI3 Resistance Input Mode 10k,AI4 Resistance Input Mode 10k,AI5 Resistance Input Mode 10k,AI6 Resistance Input Mode 10k,AI7 Resistance Input Mode 10k,AI8 Resistance Input Mode 10k,AI9 Resistance Input Mode 10k,AO1 Voltage Output Mode 10V,AO1 Voltage Output Mode 0V,AO1 Current Output Mode 10 mA,AO1 Current Output Mode 0 mA,AO1 PWM Output Mode 80Hz,UI1 Voltage Input Mode 10V,UI1 Current Input Mode 10mA,UI1 Resistance Input Mode 10k,UIO1 Current Input Mode 10mA,UIO1 Resistance Input Mode 10k,UIO1 Binary Input Mode "0",UIO1 Binary Input Mode "1",UIO1 Voltage Output Mode 10V,UIO1 Voltage Output Mode 0V,UART Test,UART LED11 Test,UART LED12 Test,UART LED13 Test,UART LED14 Test,USB Host J2 Test,USB Device P13 Test,Ethernet Loockback Test,System LEDs Test ON,LED9 Test ON,LED10 Test ON,LED3 Test ON,System LEDs Test OFF,LED9 Test OFF,LED10 Test OFF,LED3 Test OFF,LCD Display 1 Test,LCD Display 2 Test,Push-Bottom Test,Rotary Switch Test,Setting Calibration RTC_CLK_OUT,RTC_CLK_OUT Test,Match Date Calibration,Incrementing Date,Mac Address Assigment,Mac Address Assigned,Hardware Programmed,Serial Number Programmed,Login to SO and Change Directory,Request Cert and Certificate Installed,PS Processor Version,Device Tree md5sum,Device Tree (copy) md5sum,Field Kernel md5sum,Field Kernel (copy) md5sum,Recovery Kernel md5sum,U-boot md5sum,Reset Controller,Disable Debug Console
S230306675,21/01/2023 04:43:28 a. m.,722.07s,1,Passed,,0.187393,23.7382834,4.9955211,3.31824582,1.35179731,1.27486284,23.7396065,1.79338648,Passed,Passed,011F81,0288FFE17FDA0B109C6E0004,0289FFDA7FE50B109C6E0004,028AFFD47FDD0B0D9C700006,028BFFD07FE10B0E9C700008,028CFFCF7FDF0B0A9C6F0009,028DFFCE7FE20B0A9C6F000A,028EFFC77FDC0B0B9C710009,028FFFD47FE20B0F9C6F0007,0290FFC77FE80B109C74000C,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,028544D5000D57A200019C7B0007271A,02929C59,Passed,Passed,2501.58766,0286D99677800B5D6E2700148A2C000F,Passed,02876E8E001D,Passed,57902,57610,32099,78478,57676,63906,68560,60730,34613,30719,7733,67733,78870,23.8705675,23.8705476,23.8708731,23.8725918,23.8726461,23.872821,23.8728315,23.8728481,23.8725782,23.870301,23.8716306,23.8737361,23.8736947,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0932027511,0.09750012,0.104091004,0.143623064,0.127022431,0.12188068,0.122509494,0.141799477,0.110038676,0.140962333,0.153019487,0.145025997,0.149637563,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10010,10004,10007,10005,10004,10002,10003,10005,10003,10.04,0.00,10.11,0.00,80.39,10.00,10.01,9984,10.01,10006,Passed,Passed,10.00,0.04,Passed,23882,50698,31189,27649,Passed,Passed,Passed,Passed,99999,99999,99999,Passed,0,0,0,Passed,Passed,Passed,Passed,Passed,32770.4653,Passed,Passed,Passed,00:12:EA:11:03:9D,Passed,Passed,Passed,Passed,25, 3a70eea449ac4a1d768753ec9c26c3d9, 3a70eea449ac4a1d768753ec9c26c3d9, 162441d06a4f1928a4d032085114e5d9, 162441d06a4f1928a4d032085114e5d9, 43f385263d267c78bc9e2f89d1e54cb7, c96afdbb7d6771e539bea3d6568e9be8,Passed,Passed
S230306423,21/01/2023 04:53:20 a. m.,525.54s,1,Passed,,0.189041,23.753141,5.02261098,3.30052258,1.34832907,1.27438083,23.7546516,23.7545692,Passed,Passed,011F81,0288FFCF7FF20B109C6D0006,0289FFD47FEC0B109C6D0007,028AFFCC7FEC0B0C9C6F000A,028BFFCE7FEC0B0E9C6F000D,028CFFCE7FEA0B069C6B0012,028DFFCE7FE40B079C6E000E,028EFFC97FE40B0B9C6E000F,028FFFD07FEA0B0D9C6F0009,0290FFC87FEB0B0E9C75000E,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02854501FFFE5798FFE99C7FFFF2270F,02929C5C,Passed,Passed,2501.72806,0286D83876A70B4C6E1100138A19000D,Passed,02876E3A001A,Passed,57676,58909,30719,78502,59573,63979,69670,56050,36226,34415,8439,74902,80897,23.8666152,23.86705,23.8668147,23.8687856,23.8689593,23.8688171,23.868951,23.8690272,23.8690565,23.8666197,23.8677608,23.8701107,23.8701761,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0893130865,0.0926399828,0.091302075,0.11389489,0.089547517,0.0943966288,0.0918482295,0.10321776,0.0926357111,0.108188022,0.118444831,0.114672108,0.113400325,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,9995,9997,9996,9998,9997,9999,9999,9997,9998,10.02,0.01,9.77,0.02,80.26,10.00,10.01,9992,10.00,9993,Passed,Passed,9.98,0.04,Passed,24692,51015,31073,23716,Passed,Passed,Passed,Passed,99999,99999,99999,Passed,0,0,0,Passed,Passed,Passed,Passed,Passed,32770.2831,Passed,Passed,Passed,00:12:EA:11:03:9E,Passed,Passed,Passed,Passed,25, 3a70eea449ac4a1d768753ec9c26c3d9, 3a70eea449ac4a1d768753ec9c26c3d9, 162441d06a4f1928a4d032085114e5d9, 162441d06a4f1928a4d032085114e5d9, 43f385263d267c78bc9e2f89d1e54cb7, c96afdbb7d6771e539bea3d6568e9be8,Passed,Passed
S230306452,21/01/2023 04:56:32 a. m.,717.58s,2,Passed,,0.183197,23.8052125,5.00356175,3.29574399,1.35402257,1.27826165,23.8053375,23.8046256,Passed,Passed,011F81,0288FFDB7FDE0B0E9C460007,0289FFE37FE00B0E9C470005,028AFFE07FDB0B089C4D0006,028BFFDE7FDC0B069C410018,028CFFDE7FDA0B039C420014,028DFFDC7FDA0B049C4A000B,028EFFD87FD90B059C48000E,028FFFE17FDE0B069C47000D,0290FFD87FE10B099C4A0018,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,028544B20015576300129C4C001E2719,02929C37,Passed,Passed,2499.40656,0286D84E76BA0B446D9E000E89630013,Passed,02876E70001A,Passed,74178,62248,67389,65687,68522,78787,74471,56400,67753,66935,69523,19071,21615,23.8711536,23.8705247,23.8712995,23.8733299,23.873392,23.8733051,23.8732853,23.8735001,23.8736346,23.8721321,23.8720708,23.8743108,23.8746192,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0920004726,0.093262677,0.102137044,0.0894483275,0.0813174407,0.0796610685,0.078122354,0.0703145395,0.0772330341,0.0764353437,0.0718414136,0.0787901451,0.0715621333,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10003,10002,10002,10002,10002,10002,10001,10001,10001,10.01,0.01,10.00,0.00,80.37,10.00,9.99,9996,10.01,10004,Passed,Passed,9.97,0.04,Passed,18437,28984,7733,12521,Passed,Passed,Passed,Passed,99999,99999,43346,Passed,0,0,0,Passed,Passed,Passed,Passed,Passed,32770.0844,Passed,Passed,Passed,00:12:EA:11:03:9F,Passed,Passed,Passed,Passed,25, 3a70eea449ac4a1d768753ec9c26c3d9, 3a70eea449ac4a1d768753ec9c26c3d9, 162441d06a4f1928a4d032085114e5d9, 162441d06a4f1928a4d032085114e5d9, 43f385263d267c78bc9e2f89d1e54cb7, c96afdbb7d6771e539bea3d6568e9be8,Passed,Passed
S230306758,21/01/2023 05:06:20 a. m.,522.83s,1,Passed,,0.187073,23.6096166,4.98704209,3.31229349,1.34779525,1.27522356,23.6109217,1.8911949,Passed,Passed,011F81,0288FFD97FDE0B099C470012,0289FFD87FE00B0A9C460013,028AFFD27FDA0B049C470015,028BFFCF7FDC0B069C490017,028CFFCF7FDC0AFE9C470019,028DFFCB7FD90B009C490017,028EFFC97FD10B019C4A0017,028FFFD27FDE0B089C480016,0290FFC87FE40B0C9C4E0017,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,028544D70010576C00099C53001C2726,02929C36,Passed,Passed,2499.34924,0286D97077560B5A6E0A000C89C30014,Passed,02876E73001A,Passed,54892,57676,31421,79347,59839,64407,71956,58631,34907,31988,6246,70354,81131,23.8673054,23.8674699,23.8674491,23.8694525,23.8693071,23.8695379,23.8696528,23.869591,23.8697736,23.8672112,23.8682766,23.8704299,23.8703445,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14800175,0.152180954,0.157816009,0.191190422,0.189859397,0.176906474,0.165647285,0.182708295,0.142072459,0.16673587,0.177038532,0.163703588,0.162450346,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10002,10000,10002,10001,10001,10000,10001,10001,10001,10.04,0.01,10.01,0.00,80.21,10.00,9.98,9988,10.02,10016,Passed,Passed,10.02,0.04,Passed,23380,57215,30956,29869,Passed,Passed,Passed,Passed,99999,99999,99999,Passed,0,0,0,Passed,Passed,Passed,Passed,Passed,32770.4753,Passed,Passed,Passed,00:12:EA:11:03:A0,Passed,Passed,Passed,Passed,25, 3a70eea449ac4a1d768753ec9c26c3d9, 3a70eea449ac4a1d768753ec9c26c3d9, 162441d06a4f1928a4d032085114e5d9, 162441d06a4f1928a4d032085114e5d9, 43f385263d267c78bc9e2f89d1e54cb7, c96afdbb7d6771e539bea3d6568e9be8,Passed,Passed
S230306778,21/01/2023 05:09:29 a. m.,711.94s,2,Passed,,0.187103,23.6710826,5.00610522,3.330307,1.34971671,1.27362772,23.6712631,2.79277393,Passed,Passed,011F81,0288FFE87FE20B0E9C2E000D,0289FFE97FD60B099C2C0008,028AFFE57FD40B059C30000C,028BFFE37FD50B039C27001E,028CFFE07FD70B039C2C0017,028DFFE27FD70B039C2B0019,028EFFD67FDA0B049C2F0016,028FFFE27FD60B049C240019,0290FFD47FD80B079C360015,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,028544C300175789000F9C3C0018271C,02929C1D,Passed,Passed,2497.79038,0286DA6877D60B656E16000F8A030016,Passed,02876E53001B,Passed,72233,55040,66017,65776,71741,78152,74514,61175,66104,68714,71085,24850,27090,23.8773183,23.8773655,23.8773096,23.8794299,23.8794512,23.8796511,23.8795772,23.8798161,23.8797837,23.8784691,23.8785003,23.880921,23.8809977,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103652185,0.124312252,0.125226101,0.115063756,0.109061352,0.108178185,0.113090355,0.120417048,0.112011548,0.1000221,0.112404662,0.109331588,0.106192367,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10003,10002,10002,10003,10002,10002,10002,10002,10002,10.06,0.01,9.92,0.00,80.28,9.99,9.99,9997,10.01,9996,Passed,Passed,10.03,0.04,Passed,18651,35950,8089,15689,Passed,Passed,Passed,Passed,99999,99999,42350,Passed,0,0,0,Passed,Passed,Passed,Passed,Passed,32770.0875,Passed,Passed,Passed,00:12:EA:11:03:A1,Passed,Passed,Passed,Passed,25, 3a70eea449ac4a1d768753ec9c26c3d9, 3a70eea449ac4a1d768753ec9c26c3d9, 162441d06a4f1928a4d032085114e5d9, 162441d06a4f1928a4d032085114e5d9, 43f385263d267c78bc9e2f89d1e54cb7, c96afdbb7d6771e539bea3d6568e9be8,Passed,Passed
S230306751,21/01/2023 05:19:08 a. m.,523.16s,1,Passed,,0.188049,23.7652353,4.99520187,3.3100396,1.3507138,1.27868987,23.7667116,1.8549806,Passed,Passed,011F81,0288FFE17FDE0B0D9C1E0008,0289FFDD7FDA0B0D9C1B000B,028AFFD57FD70B099C1C0010,028BFFD57FD60B0A9C1D0011,028CFFD57FD60B069C180018,028DFFD27FD50B079C180018,028EFFD07FD20B079C1B0017,028FFFD97FD70B0A9C1E000C,0290FFD07FDC0B0C9C1F0019,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,028544E50018576800089C2D000B271F,02929C07,Passed,Passed,2496.45756,0286D95B775F0B596D970010895B0014,Passed,02876E7D001D,Passed,55187,57446,29112,78693,57999,63492,66809,62611,26805,26948,5460,72776,79610,23.8671658,23.8670585,23.8674098,23.8694257,23.8695498,23.8695459,23.8695918,23.869551,23.8695989,23.8672787,23.8683545,23.8705803,23.8706717,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127799976,0.132130268,0.134751855,0.157370288,0.155302573,0.145008754,0.132312798,0.145031828,0.11530311,0.134331474,0.142232737,0.131531387,0.127111966,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10000,10000,10000,10000,10000,10000,10000,9999,9999,10.03,0.00,10.01,0.00,80.25,10.00,10.01,9982,10.01,10005,Passed,Passed,9.99,0.04,Passed,23882,51502,31535,23549,Passed,Passed,Passed,Passed,99999,99999,99999,Passed,0,0,0,Passed,Passed,Passed,Passed,Passed,32770.3294,Passed,Passed,Passed,00:12:EA:11:03:A2,Passed,Passed,Passed,Passed,25, 3a70eea449ac4a1d768753ec9c26c3d9, 3a70eea449ac4a1d768753ec9c26c3d9, 162441d06a4f1928a4d032085114e5d9, 162441d06a4f1928a4d032085114e5d9, 43f385263d267c78bc9e2f89d1e54cb7, c96afdbb7d6771e539bea3d6568e9be8,Passed,Passed
S230306965,21/01/2023 05:22:18 a. m.,712.75s,2,Passed,,0.187393,23.7190621,5.03282219,3.3215054,1.34671009,1.27590706,23.7192465,2.02361451,Passed,Passed,011F81,0288FFCC7FDA0B0F9C6D0015,0289FFD27FDB0B0C9C75000B,028AFFCB7FCE0B079C770012,028BFFCB7FD60B069C740014,028CFFCB7FD10B059C70001F,028DFFCB7FD80B069C770018,028EFFC47FD00B059C73001B,028FFFD07FD30B079C6F0018,0290FFC87FDB0B0B9C7A0017,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02854524001057A400179C8000252711,02929C63,Passed,Passed,2502.16438,0286D9C377810B5E6E13000E89D70015,Passed,02876E46001A,Passed,69094,57643,66513,66277,71758,79162,73166,64618,67673,69207,72216,19686,23210,23.8763842,23.8766751,23.8768956,23.8787052,23.878685,23.8789113,23.8787515,23.8787137,23.8788313,23.8774379,23.8775107,23.8799509,23.8799709,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102742108,0.116679211,0.138539963,0.124450475,0.110593428,0.122208769,0.119980987,0.109971827,0.12058979,0.124396698,0.121999262,0.117317067,0.121269551,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10004,10003,10001,10002,10001,10003,10001,10001,10000,10.06,0.01,9.99,0.00,80.27,9.99,10.00,9998,10.01,9998,Passed,Passed,10.01,0.04,Passed,18222,37119,7733,15193,Passed,Passed,Passed,Passed,99999,99999,42620,Passed,0,0,0,Passed,Passed,Passed,Passed,Passed,32769.6614,Passed,Passed,Passed,00:12:EA:11:03:A3,Passed,Passed,Passed,Passed,25, 3a70eea449ac4a1d768753ec9c26c3d9, 3a70eea449ac4a1d768753ec9c26c3d9, 162441d06a4f1928a4d032085114e5d9, 162441d06a4f1928a4d032085114e5d9, 43f385263d267c78bc9e2f89d1e54cb7, c96afdbb7d6771e539bea3d6568e9be8,Passed,Passed
S230306424,21/01/2023 05:32:43 a. m.,522.16s,1,Passed,,0.188721,23.7726701,5.0209288,3.320248,1.34968472,1.27457823,23.7744051,23.7742101,Passed,Passed,011F81,0288FFD87FE30B0D9BEB0011,0289FFDA7FDE0B0F9BEC000D,028AFFD47FDC0B0A9BEC0016,028BFFD27FD80B0B9BF00013,028CFFD07FD50B039BEC0019,028DFFCE7FD20B059BEC0019,028EFFCB7FD10B069BEF0018,028FFFD67FD80B0C9BED0014,0290FFCA7FDD0B0D9BF60017,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0285447F00145744000D9BFA00152710,02929BDB,Passed,Passed,2493.69726,0286DA2E77CA0B616DCB001189930013,Passed,02876E29001D,Passed,57967,57081,33602,81528,61285,65598,76518,64688,38959,38391,7371,70861,79734,23.8685433,23.8688338,23.8689919,23.8707517,23.8707056,23.8704588,23.8709157,23.8707281,23.8709553,23.8684795,23.8694821,23.8718354,23.8718959,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132191676,0.136663522,0.142102285,0.170788757,0.170750619,0.158562376,0.153451691,0.171806128,0.134212786,0.153375824,0.165369551,0.155434673,0.160299977,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,9999,9999,9999,9999,9999,10000,10000,9999,10000,10.07,0.01,9.97,0.00,80.40,10.00,10.00,9990,10.01,9992,Passed,Passed,9.99,0.04,Passed,24692,52612,31073,23882,Passed,Passed,Passed,Passed,99999,99999,99999,Passed,0,0,0,Passed,Passed,Passed,Passed,Passed,32770.348,Passed,Passed,Passed,00:12:EA:11:03:A4,Passed,Passed,Passed,Passed,25, 3a70eea449ac4a1d768753ec9c26c3d9, 3a70eea449ac4a1d768753ec9c26c3d9, 162441d06a4f1928a4d032085114e5d9, 162441d06a4f1928a4d032085114e5d9, 43f385263d267c78bc9e2f89d1e54cb7, c96afdbb7d6771e539bea3d6568e9be8,Passed,Passed
S230306774,21/01/2023 05:35:41 a. m.,687.34s,2,Failed,Login to SO and Change Directory,0.186249,23.717367,4.98390528,3.32379127,1.34884703,1.27139151,23.7175345,23.7167741,Passed,Passed,011F81,0288FFDE7FF70B0E9C5C000A,0289FFE07FEC0B0C9C580011,028AFFDB7FE40B069C5C0012,028BFFDA7FE00B029C5F0012,028CFFD67FE10B009C5F0012,028DFFDB7FE20B019C5E0015,028EFFCF7FDA0B029C640014,028FFFD97FED0B089C5E000E,0290FFCC7FEA0B0A9C690011,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,028544FC0015578700159C6D001D271B,02929C4D,Passed,Passed,2500.78883,0286D9AD77600B5D6DBB000B897F0015,Passed,02876E5D001B,Passed,68405,55003,67060,63244,71424,79427,72902,64988,68171,66126,70896,23039,24692,23.8776241,23.8768755,23.877829,23.8797868,23.8798499,23.8799652,23.8801854,23.8800077,23.8799557,23.8787244,23.8787693,23.8810399,23.8811674,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101265604,0.112557258,0.126945213,0.113893238,0.0999200557,0.10509545,0.102341084,0.0929907771,0.0992915283,0.0985765036,0.0962005384,0.095487502,0.094610647,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,9988,9990,9991,9991,9993,9991,9994,9993,9996,10.05,0.01,9.76,0.00,80.23,10.00,10.00,9997,10.01,10012,Passed,Passed,10.00,0.04,Passed,18004,34907,7371,15442,Passed,Passed,Passed,Passed,99999,99999,43604,Passed,0,0,0,Passed,Passed,Passed,Passed,Passed,32769.7735,Passed,Passed,Passed,,Passed,Passed,Failed,,,,,,,,,,
S230306968,21/01/2023 05:41:22 a. m.,263.84s,1,Failed,LCD Display 1 Test,0.190567,23.6331001,4.97689331,3.31882694,1.35082921,1.27210388,23.6347341,1.89942061,Passed,Passed,011F81,0288FFDB7FE50B079C84000E,0289FFDB7FD90B049C85000F,028AFFD47FDE0B039C870014,028BFFD37FBF0B009C890014,028CFFD57FD50AFF9C860017,028DFFD57FDC0B019C850019,028EFFD07FD80B029C880015,028FFFD77FD70B059C89000F,0290FFD07FE20B079C8F0014,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02854512001257BB000D9C90001B2717,02929C73,Passed,Passed,2503.19381,0286D94877430B526E39000F8A160017,Passed,02876E44001A,Passed,56191,57479,31421,78309,59424,66212,72807,66851,38059,33394,7371,68288,82080,23.8712068,23.8712979,23.8715996,23.8732591,23.8733685,23.8734754,23.8732968,23.8736338,23.8736112,23.8712438,23.8724025,23.8744823,23.8745378,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0821832789,0.0884704886,0.0853762545,0.101092778,0.0898505341,0.0991615294,0.0889782334,0.100127999,0.0912349147,0.106921491,0.118762135,0.113424384,0.110015376,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,9999,9999,9999,10001,10000,10000,10000,10000,10000,10.05,0.01,10.01,0.00,80.25,10.00,10.00,9992,10.01,10006,Passed,Passed,9.99,0.04,Passed,24046,58878,31073,30480,Passed,Passed,Passed,Passed,99999,99999,99999,Passed,0,0,0,Failed,,,,,,,,,,,,,,,,,,,,,,
S230306427,21/01/2023 05:48:42 a. m.,714.41s,2,Passed,,0.185379,23.766923,5.0265923,3.31497024,1.34686844,1.27637977,23.7667964,1.91422023,Passed,Passed,011F81,0288FFE87FE20B129C6C000A,0289FFE97FDA0B119C660015,028AFFDE7FD40B0B9C710011,028BFFDE7FDA0B0B9C66001D,028CFFDB7FD40B089C6D0015,028DFFDD7FD80B099C6F0013,028EFFD47FD40B0A9C66001C,028FFFDE7FD90B0C9C6D0011,0290FFD57FDB0B0F9C710013,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0285450E000C579100149C74001B271F,02929C57,Passed,Passed,2501.4411,0286D94377590B596E24000B8A48000E,Passed,02876E640018,Passed,74369,63418,67389,68695,72330,80103,74369,65171,69263,69356,71458,19888,20865,23.8723137,23.8724812,23.8724489,23.8743627,23.8746099,23.8746771,23.8747162,23.8748693,23.8748229,23.8734735,23.8735952,23.8758843,23.8759297,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115505571,0.125854527,0.133668054,0.122239101,0.111936374,0.114152183,0.113764286,0.106287128,0.113986418,0.112867718,0.109951265,0.10929781,0.107970758,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10002,10002,10000,10002,10000,10002,10000,10001,10000,10.04,0.00,9.91,0.00,80.37,9.99,9.98,9984,10.01,10010,Passed,Passed,9.99,0.04,Passed,18004,33184,7733,11647,Passed,Passed,Passed,Passed,99999,99999,40870,Passed,0,0,0,Passed,Passed,Passed,Passed,Passed,32769.6985,Passed,Passed,Passed,00:12:EA:11:03:A6,Passed,Passed,Passed,Passed,25, 3a70eea449ac4a1d768753ec9c26c3d9, 3a70eea449ac4a1d768753ec9c26c3d9, 162441d06a4f1928a4d032085114e5d9, 162441d06a4f1928a4d032085114e5d9, 43f385263d267c78bc9e2f89d1e54cb7, c96afdbb7d6771e539bea3d6568e9be8,Passed,Passed
